LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250104C184,HCI,4-Jan-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Customer,1,7.41,12,60000,282683.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104L004,HCI,4-Jan-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Store,6,7.32,13,64500,351042.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109L050,HCI,9-Jan-2025,CDELC,BK8009MI,Medan,Sumatera Utara,,,Store,13,7.65,10,85000,407033.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C197,HCI,6-Jan-2025,CDELC,BK8806MH,Medan,Sumatera Utara,,,Customer,11,7.69,11,87000,441716.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250103C187,HCI,3-Jan-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Customer,15,8.44,14,100000,536866.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250107L057,HCI,7-Jan-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Store,7,7.46,7,52000,501250.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250103L049,HCI,3-Jan-2025,CDELC,BK8309MS,Serdang Bedagai,Sumatera Utara,,,Store,2,7.47,11,453000,1099833.33,,Serdang Bedagai,CDE,Internal,Sumatera UtaraSerdang BedagaiCDE,DALAM KOTA,,1,REGULAR,,
250106C194,HCI,6-Jan-2025,CDELC,A8471ZX,Medan,Sumatera Utara,,,Customer,92,7.91,7,50000,492650.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109L048,HCI,9-Jan-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Store,28,8.55,14,92000,548033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250105L055,HCI,5-Jan-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Store,12,8.38,9,100000,689033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104L045,HCI,4-Jan-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,11,8.95,8,86500,610600.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104L050,HCI,4-Jan-2025,CDELC,BK8807MH,Medan,Sumatera Utara,,,Store,9,7.72,9,57000,583433.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108C155,HCI,8-Jan-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Customer,23,9.22,14,114000,680133.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108L043,HCI,8-Jan-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Store,20,9.46,15,124500,690633.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101L050,HCI,1-Jan-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Store,18,8.61,9,70000,542600.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250107C173,HCI,7-Jan-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,7,8.54,15,108500,391383.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250103L044,HCI,3-Jan-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,9,7.16,7,95000,531948.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C198,HCI,6-Jan-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Customer,13,8.99,10,53000,577100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250107C177,HCI,7-Jan-2025,CDELC,BK8074MQ,Medan,Sumatera Utara,,,Customer,10,6.67,8,78500,400533.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108C153,HCI,8-Jan-2025,CDELC,BK8806MH,Medan,Sumatera Utara,,,Customer,8,7.23,12,75000,598666.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106L046,HCI,6-Jan-2025,CDELC,BK8023LM,Medan,Sumatera Utara,,,Store,12,9.05,11,55000,644033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109C155,HCI,9-Jan-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Customer,22,9.57,17,99000,688033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C177,HCI,4-Jan-2025,CDELC,A8471ZX,Medan,Sumatera Utara,,,Customer,6,8.54,7,80000,669033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C176,HCI,4-Jan-2025,CDELC,BK8009MI,Medan,Sumatera Utara,,,Customer,7,8.28,14,75000,664033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108L047,HCI,8-Jan-2025,CDELC,BK8009MI,Medan,Sumatera Utara,,,Store,24,8.89,18,83500,672533.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109L052,HCI,9-Jan-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Store,13,8.65,12,75000,353633.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C173,HCI,4-Jan-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,12,8.16,11,78500,254600.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C284,HCI,4-Jan-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,4,8.78,7,185500,328316.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C174,HCI,4-Jan-2025,CDELC,BK8309MS,Deli Serdang,Sumatera Utara,,,Customer,5,8.84,10,55000,136450.0,,Deli Serdang,CDE,Internal,Sumatera UtaraDeli SerdangCDE,DALAM KOTA,,1,REGULAR,,
250108L049,HCI,8-Jan-2025,CDELC,BK8022LM,Medan,Sumatera Utara,,,Store,16,8.17,9,144000,600033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101L051,HCI,1-Jan-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Store,8,7.85,8,58000,582100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101L001,HCI,1-Jan-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,8,8.65,9,74500,598600.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108C158,HCI,8-Jan-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,21,7.38,12,80000,604100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250103L042,HCI,3-Jan-2025,CDELC,A8471ZX,Medan,Sumatera Utara,,,Store,18,7.29,9,91000,533650.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109L047,HCI,9-Jan-2025,CDELC,BK8023LM,Medan,Sumatera Utara,,,Store,10,6.68,8,72500,456116.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C182,HCI,4-Jan-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,8,7.53,8,45000,611133.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250102H060,HCI,1-Jan-2025,FUSO,BK8815MG,Pekanbaru,Riau,,,HUB,145,31.15,1,2341000,3268333.33,,Pekanbaru,FUSO,Internal,RiauPekanbaruFUSO,LUAR KOTA,,2,REGULAR,,
250108L045,HCI,8-Jan-2025,CDELC,BK8807MH,Medan,Sumatera Utara,,,Store,17,7.37,11,101500,667633.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250107L061,HCI,7-Jan-2025,CDELC,BK8806MH,Medan,Sumatera Utara,,,Store,20,7.77,12,74500,520233.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C181,HCI,4-Jan-2025,CDELC,BK8022LM,Medan,Sumatera Utara,,,Customer,9,7.12,9,40000,360366.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250103C189,HCI,3-Jan-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,12,8.81,9,50000,370366.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C178,HCI,4-Jan-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Customer,19,9.41,8,60000,532600.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106L041,HCI,6-Jan-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Store,7,7.56,10,81000,822800.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101C145,HCI,1-Jan-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,4,7.77,10,40000,781800.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109L051,HCI,9-Jan-2025,CDELC,A8471ZX,Medan,Sumatera Utara,,,Store,6,9.17,7,65000,496100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C180,HCI,4-Jan-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Customer,22,9.96,13,75000,520366.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109C159,HCI,9-Jan-2025,CDELC,BK8806MH,Medan,Sumatera Utara,,,Customer,14,7.09,10,78000,414094.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109L046,HCI,9-Jan-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Store,6,7.63,12,73000,401850.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C201,HCI,6-Jan-2025,CDELC,BK8074MQ,Medan,Sumatera Utara,,,Customer,17,9.98,11,69000,642085.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C172,HCI,4-Jan-2025,CDELC,BK8813MG,Medan,Sumatera Utara,,,Customer,8,7.59,9,65000,589100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C204,HCI,6-Jan-2025,CDELC,BK8031LM,Binjai,Sumatera Utara,,,Customer,2,7.93,10,369000,892666.67,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,1,REGULAR,,
250103C193,HCI,3-Jan-2025,PICKUP,BK8091LM,Medan,Sumatera Utara,,,Customer,2,2.56,5,72500,504070.0,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250106L049,HCI,6-Jan-2025,CDELC,BK8009MI,Medan,Sumatera Utara,,,Store,11,8.41,10,320500,642533.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104L055,HCI,4-Jan-2025,PICKUP,BK8091LM,Medan,Sumatera Utara,,,Store,2,1.86,6,43000,451433.33,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250104C190,HCI,4-Jan-2025,PICKUP,BK8814MG,Medan,Sumatera Utara,,,Customer,4,2.21,5,43000,337516.67,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250103L046,HCI,3-Jan-2025,CDELC,BK8807MH,Medan,Sumatera Utara,,,Store,8,7.73,8,48000,402716.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250103C186,HCI,3-Jan-2025,CDELC,BK 8023 LM,Binjai,Sumatera Utara,,,Customer,16,8.71,12,80000,548633.33,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,1,REGULAR,,
250105L052,HCI,5-Jan-2025,CDELC,BK8031LM,Medan,Sumatera Utara,,,Store,24,7.35,9,65000,654033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250105C157,HCI,5-Jan-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,14,9.26,11,65000,501866.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101L049,HCI,1-Jan-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Store,14,8.68,10,66000,603300.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108L048,HCI,8-Jan-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Store,37,8.74,22,80000,617300.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104L048,HCI,4-Jan-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Store,9,7.62,9,51000,563697.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C200,HCI,6-Jan-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Customer,14,8.21,8,68000,390250.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108C161,HCI,8-Jan-2025,PICKUP,BK8091LM,Medan,Sumatera Utara,,,Customer,3,2.44,3,116500,452133.33,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250102C211,HCI,2-Jan-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Customer,8,6.79,11,70000,332050.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250102C216,HCI,2-Jan-2025,CDELC,BK8813MG,Medan,Sumatera Utara,,,Customer,2,6.71,7,55000,317050.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108L041,HCI,8-Jan-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Store,13,8.73,11,59000,648033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109C156,HCI,9-Jan-2025,CDELC,BK8807MH,Medan,Sumatera Utara,,,Customer,17,6.99,11,93000,682033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250102L065,HCI,2-Jan-2025,PICKUP,BK8091LM,Medan,Sumatera Utara,,,Store,8,2.64,5,81000,727833.33,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250108L046,HCI,8-Jan-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Store,18,7.84,11,93000,659133.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104L061,HCI,4-Jan-2025,CDELC,BK8191MQ,Binjai,Sumatera Utara,,,Store,4,8.08,10,65000,631133.33,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,1,REGULAR,,
250107L063,HCI,7-Jan-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Store,7,8.58,9,44500,387766.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C171,HCI,4-Jan-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Customer,14,9.11,12,153500,719633.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104C185,HCI,4-Jan-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Customer,13,8.55,12,91000,657133.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101C143,HCI,1-Jan-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Customer,9,8.72,10,84000,604333.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250108C159,HCI,8-Jan-2025,CDELC,BK8309MS,Deli Serdang,Sumatera Utara,,,Customer,8,7.41,9,35000,355366.67,,Deli Serdang,CDE,Internal,Sumatera UtaraDeli SerdangCDE,DALAM KOTA,,1,REGULAR,,
250108C160,HCI,8-Jan-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Customer,6,8.95,12,89500,386000.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109L049,HCI,9-Jan-2025,CDELC,BK8172LM,Binjai,Sumatera Utara,,,Store,12,7.69,8,124500,527783.34,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,1,REGULAR,,
250101L048,HCI,1-Jan-2025,CDELC,BK8023LM,Binjai,Sumatera Utara,,,Store,7,7.86,10,85000,595372.0,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,1,REGULAR,,
250105C153,HCI,5-Jan-2025,CDELC,BK8023LM,Medan,Sumatera Utara,,,Customer,20,8.64,12,124000,648100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250107C176,HCI,7-Jan-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Customer,24,8.91,16,73500,597166.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250104L052,HCI,4-Jan-2025,CDELC,BK8023LM,Medan,Sumatera Utara,,,Store,40,7.73,9,77000,600666.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106D045,AHI,6-Jan-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Store,37,8.22,4,72000,262588.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106D034,HCI,6-Jan-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Store,40,7.51,6,26000,107233.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C210,FBI,6-Jan-2025,PICKUP,A8330VX,Medan,Sumatera Utara,,,Customer,9,1.86,5,79000,306833.33,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250106D026,AHI,6-Jan-2025,PICKUP,BK8814MG,Medan,Sumatera Utara,,,Store,21,1.75,5,33000,146916.67,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250106D037,HCI,6-Jan-2025,CDELC,BK8803MH,Medan,Sumatera Utara,,,Store,17,7.95,5,70000,297833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106L053,HCI,6-Jan-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Store,10,8.19,9,68000,181916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C199,HCI,6-Jan-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Customer,8,7.23,8,52000,165916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106L043,HCI,6-Jan-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Store,4,8.92,13,115000,342833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106D035,HCI,6-Jan-2025,CDELC,BK8047MQ,Medan,Sumatera Utara,,,Store,28,7.29,5,50000,87833.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106L044,HCI,6-Jan-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,18,8.77,9,73000,249100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C192,HCI,6-Jan-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Customer,15,8.59,12,85000,190942.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C294,HCI,6-Jan-2025,CDELC,BK8075MQ,Medan,Sumatera Utara,,,Customer,1,7.28,13,35500,116950.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106D016,AHI,6-Jan-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Store,42,6.17,7,90000,184833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C211,FBI,6-Jan-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Customer,7,2.91,7,78000,240900.0,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250106C196,HCI,6-Jan-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,32,8.22,11,65000,227900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C195,HCI,6-Jan-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,13,7.23,11,84000,246900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C202,HCI,6-Jan-2025,CDELC,BK8022LM,Serdang Bedagai,Sumatera Utara,,,Customer,8,6.58,10,292500,520333.33,,Serdang Bedagai,CDE,Internal,Sumatera UtaraSerdang BedagaiCDE,DALAM KOTA,,1,REGULAR,,
250106D023,AHI,6-Jan-2025,CDELC,BK8806MH,Medan,Sumatera Utara,,,Store,55,8.16,7,30000,111450.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C271,HCI,6-Jan-2025,CDELC,BK8009MI,Medan,Sumatera Utara,,,Customer,2,8.43,14,25000,167816.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106C206,HCI,6-Jan-2025,CDELC,A8471ZX,Medan,Sumatera Utara,,,Customer,1,8.46,14,70000,212816.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106D036,HCI,6-Jan-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,22,8.63,6,49500,151966.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106L042,HCI,6-Jan-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Store,22,7.49,10,48500,253433.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250106L056,HCI,6-Jan-2025,PICKUP,BK8091LM,Medan,Sumatera Utara,,,Store,3,2.87,7,78500,283433.33,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250106L054,HCI,6-Jan-2025,PICKUP,BK8814MG,Medan,Sumatera Utara,,,Store,5,2.27,4,50000,152466.67,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250106C193,HCI,6-Jan-2025,CDELC,BK8807MH,Medan,Sumatera Utara,,,Customer,5,7.57,6,67000,271933.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101C147,HCI,1-Jan-2025,PICKUP,BK8814MG,Medan,Sumatera Utara,,,Customer,7,2.26,4,103500,262633.33,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250101D030,HCI,1-Jan-2025,CDELC,BK8804MH,Medan,Sumatera Utara,,,Store,73,7.91,9,75000,186400.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101C160,FBI,1-Jan-2025,PICKUP,BK8136LM,Serdang Bedagai,Sumatera Utara,,,Customer,2,2.47,2,285000,373195.0,,Serdang Bedagai,MINI VAN BOX,Internal,Sumatera UtaraSerdang BedagaiMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250101C146,HCI,1-Jan-2025,CDELC,BK8031LM,Medan,Sumatera Utara,,,Customer,22,7.73,11,105000,267900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101C166,FBI,1-Jan-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,6,8.69,7,57000,219466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101C161,FBI,1-Jan-2025,PICKUP,A8330VX,Medan,Sumatera Utara,,,Customer,7,2.59,4,61000,145166.67,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250101L065,HCI,1-Jan-2025,PICKUP,BK8091LM,Medan,Sumatera Utara,,,Store,1,2.76,1,60500,222966.67,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,1,REGULAR,,
250107C172,HCI,7-Jan-2025,CDELC,BK8031LM,Medan,Sumatera Utara,,,Customer,17,8.43,12,89000,678033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109L045,HCI,9-Jan-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Store,3,7.28,9,157000,565433.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250109C160,HCI,9-Jan-2025,CDELC,BK8805MH,Medan,Sumatera Utara,,,Customer,12,8.19,6,45000,401700.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250101C144,HCI,1-Jan-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,11,8.16,8,85000,609100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250103D064,HCI,3-Jan-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Store,27,8.87,4,25000,106450.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
250103C185,HCI,3-Jan-2025,CDELC,BK8073MQ,Medan,Sumatera Utara,,,Customer,8,8.31,8,99500,193074.4,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,1,REGULAR,,
