LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250710L055,HCI,10-Jul-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Store,37,8.13,1,20000,133916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250709L081,HCI,9-Jul-2025,CDELC,BK8099LM,Pematangsiantar,Sumatera Utara,,,Store,10,8.34,5,450000,626100.0,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,REGULAR,,
250714C182,HCI,14-Jul-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Customer,19,8.32,8,65000,588666.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708C160,HCI,8-Jul-2025,CDELC,BK8099LM,Medan,Sumatera Utara,,,Customer,13,8.53,10,71000,393250.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708D041,AHI,8-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,863,9.09,1,30000,143916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250707C188,HCI,7-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Customer,12,9.01,7,120000,454374.4,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250712L054,HCI,12-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,11,8.02,10,60000,586433.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250714C193,HCI,14-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Customer,14,8.15,10,45000,191183.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708C155,HCI,8-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Customer,18,8.25,8,78000,464983.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250707L019,AHI,7-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,89,8.67,1,50000,125547.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250711C146,HCI,11-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Customer,15,8.63,12,156000,722133.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250714L031,HCI,14-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,45,9.41,1,30000,132466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250710L045,AHI,10-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,43,8.73,1,50000,254933.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250716C151,HCI,16-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Customer,12,8.83,8,50000,616133.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250715L052,HCI,15-Jul-2025,CDELC,BK8112LM,Medan,Sumatera Utara,,,Store,16,8.15,8,70000,455533.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250712L082,HCI,12-Jul-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Store,29,8.23,1,45000,204133.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250708C148,HCI,8-Jul-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,14,8.67,8,96500,421466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250709C154,HCI,9-Jul-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,13,8.14,9,69000,231900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250714C184,HCI,14-Jul-2025,CDELC,BK8135LM,Binjai,Sumatera Utara,,,Customer,14,8.49,4,177000,258450.0,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,7,REGULAR,,
250711C153,HCI,11-Jul-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,27,8.92,10,100000,623666.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250714C201,HCI,14-Jul-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,14,8.13,12,38000,113748.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250715L057,AHI,15-Jul-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Store,45,8.51,1,50000,277833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250713C128,HCI,13-Jul-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Customer,11,8.04,5,40000,448433.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250710L053,HCI,10-Jul-2025,CDELC,BK8135LM,Medan,Sumatera Utara,,,Store,22,8.21,13,90000,317833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250716C148,HCI,16-Jul-2025,CDELC,BK8135LM,Binjai,Sumatera Utara,,,Customer,11,9.03,11,151000,378833.33,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,7,REGULAR,,
250714C218,FBI,14-Jul-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Customer,5,2.12,5,122000,349833.33,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250710C169,FBI,10-Jul-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Customer,6,2.85,4,53000,229100.0,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250715C193,FBI,15-Jul-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Customer,13,2.41,4,110500,198695.0,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250709C178,FBI,9-Jul-2025,PICKUP,BK8136LM,Binjai,Sumatera Utara,,,Customer,6,2.02,5,122000,210195.0,,Binjai,MINI VAN BOX,Internal,Sumatera UtaraBinjaiMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250711C180,FBI,11-Jul-2025,PICKUP,BK8136LM,Binjai,Sumatera Utara,,,Customer,5,2.25,5,103500,198333.33,,Binjai,MINI VAN BOX,Internal,Sumatera UtaraBinjaiMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250711C233,FBI,12-Jul-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Customer,4,2.15,3,77000,239466.67,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250708C181,FBI,8-Jul-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Customer,5,2.68,4,78000,240900.0,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250716C174,FBI,16-Jul-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Customer,13,2.64,5,154000,316900.0,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250706C167,FBI,7-Jul-2025,PICKUP,BK8136LM,Medan,Sumatera Utara,,,Customer,10,1.37,5,81000,243900.0,,Medan,MINI VAN BOX,Internal,Sumatera UtaraMedanMINI VAN BOX,DALAM KOTA,,7,REGULAR,,
250712L053,HCI,12-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Store,11,8.49,7,80000,604100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250709L064,HCI,9-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Store,12,8.81,11,40000,267833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708L058,AHI,8-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Store,52,9.4,1,50000,163916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250711L060,HCI,11-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Store,5,8.02,1,50000,237148.8,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250710C151,HCI,10-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Customer,13,8.96,11,45000,367250.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250714L005,HCI,14-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Store,65,8.1,1,35000,197900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250707C184,HCI,7-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Customer,12,8.23,8,69000,715833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250715C178,HCI,15-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Customer,11,8.94,9,53000,309147.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250710L056,HCI,10-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Store,23,9.21,1,45000,120547.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250715C167,HCI,15-Jul-2025,CDELC,BK8141LM,Medan,Sumatera Utara,,,Customer,14,8.02,5,35000,361783.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708C159,HCI,8-Jul-2025,CDELC,BK8141LM,Deli Serdang,Sumatera Utara,,,Customer,14,8.25,8,183500,690883.34,,Deli Serdang,CDE,Internal,Sumatera UtaraDeli SerdangCDE,DALAM KOTA,,7,REGULAR,,
250708D040,AHI,8-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Store,114,9.15,1,30000,105748.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250716C144,HCI,16-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,17,8.45,10,48000,199497.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250712C149,HCI,12-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,13,8.99,9,91500,242997.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250715L070,AHI,15-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Store,24,8.16,1,20000,224933.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250711C158,HCI,11-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,8,8.97,7,65000,408266.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250711L056,HCI,11-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Store,86,9.02,1,25000,127466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250708C147,HCI,8-Jul-2025,CDELC,BK8146LM,Binjai,Sumatera Utara,,,Customer,19,8.91,10,198000,541266.67,,Binjai,CDE,Internal,Sumatera UtaraBinjaiCDE,DALAM KOTA,,7,REGULAR,,
250707C187,HCI,7-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,17,9.12,14,55000,398266.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250714C274,HCI,14-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Customer,1,8.99,1,45000,147466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250707D041,AHI,7-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Store,153,8.63,2,20000,99566.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250709L065,HCI,9-Jul-2025,CDELC,BK8146LM,Deli Serdang,Sumatera Utara,,,Store,9,8.48,9,195000,640366.67,,Deli Serdang,CDE,Internal,Sumatera UtaraDeli SerdangCDE,DALAM KOTA,,7,REGULAR,,
250714L006,HCI,14-Jul-2025,CDELC,BK8146LM,Medan,Sumatera Utara,,,Store,82,9.22,1,45000,126450.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250707L026,HCI,7-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,144,8.9,1,58500,139733.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250716D040,AHI,16-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,123,8.66,1,52000,127748.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250711D043,AHI,11-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,1,9.13,1,30000,105748.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250714L004,HCI,14-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,53,8.33,1,45000,158916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250707C189,HCI,7-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,12,8.1,8,80000,555116.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250715C168,HCI,15-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,31,9.6,12,110000,223916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250710L057,HCI,10-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,25,8.27,1,30000,143916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250710L054,HCI,10-Jul-2025,CDELC,BK8172LM,Deli Serdang,Sumatera Utara,,,Store,28,8.84,11,252000,580850.0,,Deli Serdang,CDE,Internal,Sumatera UtaraDeli SerdangCDE,DALAM KOTA,,7,REGULAR,,
250711C156,HCI,11-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,17,8.14,15,63000,391850.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250716L031,HCI,16-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,13,8.98,9,90000,526948.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250714C190,HCI,14-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,21,8.41,6,85000,521948.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250712C154,HCI,12-Jul-2025,CDELC,BK8172LM,Deli Serdang,Sumatera Utara,,,Customer,9,7.84,6,102000,626100.0,,Deli Serdang,CDE,Internal,Sumatera UtaraDeli SerdangCDE,DALAM KOTA,,7,REGULAR,,
250715C259,HCI,15-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,11,7.11,10,85000,132416.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708L003,HCI,8-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Store,78,8.99,1,50000,131233.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250709C158,HCI,9-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,20,7.67,16,165000,688666.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708C150,HCI,8-Jul-2025,CDELC,BK8172LM,Medan,Sumatera Utara,,,Customer,12,8.99,7,70000,151450.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250713C136,HCI,13-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,10,8.81,9,70000,232900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250711C154,HCI,11-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,16,8.88,14,30000,352250.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250710L001,HCI,10-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Store,10,8.05,8,70000,232900.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708C154,HCI,8-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,18,9.55,9,60000,287833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250712L052,HCI,12-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Store,19,8.24,8,103500,290648.8,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250709L058,HCI,9-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Store,14,8.65,10,61500,224400.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250707L101,HCI,7-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Store,12,8.95,9,49500,372916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250715C163,HCI,15-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,13,8.98,7,80000,291885.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250716C149,HCI,16-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,16,8.9,12,113000,766566.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250707C198,HCI,7-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Customer,9,7.25,9,95000,381542.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250711L064,HCI,11-Jul-2025,CDELC,BK8191MQ,Medan,Sumatera Utara,,,Store,22,8.59,1,43500,149442.5,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250714C187,HCI,14-Jul-2025,CDELC,BK8191MQ,Karo,Sumatera Utara,,,Customer,14,9.17,9,150000,354933.33,,Karo,CDE,Internal,Sumatera UtaraKaroCDE,DALAM KOTA,,7,REGULAR,,
250710L048,AHI,10-Jul-2025,CDELC,BK8192MQ,Medan,Sumatera Utara,,,Store,28,8.89,1,40000,142466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250711L063,HCI,11-Jul-2025,CDELC,BK8192MQ,Medan,Sumatera Utara,,,Store,24,8.72,1,72000,174466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250709L093,AHI,9-Jul-2025,CDELC,BK8192MQ,Pematangsiantar,Sumatera Utara,,,Store,55,8.11,1,444000,648933.33,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250707L006,AHI,7-Jul-2025,CDELC,BK8192MQ,Medan,Sumatera Utara,,,Store,68,8.34,1,34000,136466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250708D038,AHI,8-Jul-2025,CDELC,BK8192MQ,Medan,Sumatera Utara,,,Store,114,8.51,1,48000,150466.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250712L081,AHI,12-Jul-2025,CDELC,BK8192MQ,Pematangsiantar,Sumatera Utara,,,Store,5,8.32,1,433000,592133.33,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250714L034,HCI,14-Jul-2025,CDELC,BK8192MQ,Medan,Sumatera Utara,,,Store,63,9.27,1,70000,450600.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250716L070,AHI,16-Jul-2025,CDELC,BK8192MQ,Pematangsiantar,Sumatera Utara,,,Store,33,9.57,1,426000,468083.34,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250713L056,HCI,13-Jul-2025,CDELC,BK8192MQ,Pematangsiantar,Sumatera Utara,,,Store,1,9.77,1,428000,590900.0,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250710L091,AHI,10-Jul-2025,CDELC,BK8192MQ,Pematangsiantar,Sumatera Utara,,,Store,1,9.13,1,416000,497233.34,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250715L071,AHI,15-Jul-2025,CDELC,BK8192MQ,Pematangsiantar,Sumatera Utara,,,Store,1,9.8,1,408000,619885.0,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250716L030,HCI,16-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Store,15,8.95,11,65000,292833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250715C159,HCI,15-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,20,8.42,13,119500,708533.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250710L070,HCI,10-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Store,17,8.32,11,35000,624033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250707L005,AHI,7-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Store,114,9.5,1,36000,149916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250712C146,HCI,12-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,9,8.67,7,60000,287833.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250709L106,AHI,9-Jul-2025,CDELC,BK8299MH,Pematangsiantar,Sumatera Utara,,,Store,1,9.28,1,418000,531916.67,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250709L092,HCI,9-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Store,26,8.61,1,30000,143916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250714L070,HCI,14-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Store,21,8.7,13,90000,266100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708C153,HCI,8-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,23,8.81,12,50000,574100.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250707C183,HCI,7-Jul-2025,CDELC,BK8299MH,Medan,Sumatera Utara,,,Customer,12,8.71,7,50000,458616.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250714C191,HCI,14-Jul-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,14,8.07,9,104000,365833.34,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250712L069,HCI,12-Jul-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Store,14,9.02,12,30000,433700.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250710L086,AHI,10-Jul-2025,CDELC,BK8309MS,Pematangsiantar,Sumatera Utara,,,Store,1,8,1,374000,536900.0,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250713C126,HCI,13-Jul-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,18,8.92,10,91000,680033.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250709L103,AHI,9-Jul-2025,CDELC,BK8309MS,Pematangsiantar,Sumatera Utara,,,Store,1,9.01,1,451000,638148.8,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,,,
250707C197,HCI,7-Jul-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,15,8.72,11,84000,427500.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250711C147,HCI,11-Jul-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,12,8.31,8,125500,288400.0,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250708L004,HCI,8-Jul-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Store,83,9.26,1,30000,315633.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,NON REGULAR,,
250714L094,HCI,14-Jul-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Store,14,8.36,10,80500,403916.67,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250715C170,HCI,15-Jul-2025,CDELC,BK8309MS,Medan,Sumatera Utara,,,Customer,8,8.43,8,113000,398633.33,,Medan,CDE,Internal,Sumatera UtaraMedanCDE,DALAM KOTA,,7,REGULAR,,
250716L075,HCI,16-Jul-2025,CDELC,BK8309MS,Pematangsiantar,Sumatera Utara,,,Store,1,8.8,1,433000,1079833.33,,Pematangsiantar,CDE,Internal,Sumatera UtaraPematangsiantarCDE,LUAR KOTA,,7,NON REGULAR,,
250708C162,HCI,8-Jul-2025,PICKUP,BK8633MS,Medan,Sumatera Utara,,,Customer,7,2.01,5,97500,751066.67,,Medan,PICKUP,Internal,Sumatera UtaraMedanPICKUP,DALAM KOTA,,7,REGULAR,,
