LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,Capacity Armada,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250101D047,HCI,1/1/2025,CONT-40,A8086VB,Bekasi,Jabodetabek,,,Store,1,50.0,,1,550964,1306997,,Bekasi,CONT-40,Internal,JabodetabekBekasiCONT-40,DALAM KOTA,,1,REGULAR,,
250101H047,HCI,1/1/2025,FUSO,A8495YX,Bogor,Jabodetabek,,,HUB,19,6.21,,2,454528,1025086,,Bogor,FUSO,Internal,JabodetabekBogorFUSO,DALAM KOTA,,1,REGULAR,,
250101H013,HCI,1/1/2025,FUSO,A8625YX,Bogor,Jabodetabek,,,HUB,100,33.69,,9,451264,1021822,,Bogor,FUSO,Internal,JabodetabekBogorFUSO,DALAM KOTA,,1,REGULAR,,
250101C135,HCI,1/1/2025,CDELC,A8359ZA,Pandeglang,Banten,,,Customer,2,0.88,,1,402448,1005621,,Pandeglang,CDE LONG CHASSIS,Internal,BantenPandeglangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C150,HCI,1/1/2025,CDELC,A8075YX,Bekasi,Jabodetabek,,,Customer,7,3.89,,7,380852,969424,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C050,HCI,1/1/2025,CDDLC,A8909XY,Cilegon,Banten,,,Customer,26,9.75,,12,350204,971543,,Cilegon,CDD LONG CHASSIS,Internal,BantenCilegonCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C032,HCI,1/1/2025,CDELC,A8074YX,Bogor,Jabodetabek,,,Customer,19,6.07,,13,349348,937920,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D018,HCI,1/1/2025,CDDLC,A8977XA,Bekasi,Jabodetabek,,,Store,52,10.14,,4,346808,752105,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C192,HCI,1/1/2025,CDELC,A8760VB,Bogor,Jabodetabek,,,Customer,9,2.13,,8,346636,935086,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C026,HCI,1/1/2025,CDELC,A8502ZH,Bekasi,Jabodetabek,,,Customer,18,4.63,,15,346392,997677,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C033,HCI,1/1/2025,CDELC,A8522XZ,Bogor,Jabodetabek,,,Customer,8,2.26,,8,342428,928923,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C122,HCI,1/1/2025,CDELC,B9017SCF,Jakarta Selatan,Jabodetabek,,,Customer,8,1.98,,6,336908,952574,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D019,HCI,1/1/2025,CDELC,A8767ZA,Jakarta Timur,Jabodetabek,,,Store,78,9.84,,6,335484,715857,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D046,HCI,1/1/2025,WINGBOX,A8120VB,Serang,Banten,,,Store,2,32.0,,2,306504,1130871,,Serang,WINGBOX,Internal,BantenSerangWINGBOX,DALAM KOTA,,1,REGULAR,,
250101C047,HCI,1/1/2025,CDELC,A8471YX,Serang,Banten,,,Customer,9,3.87,,7,297720,886292,,Serang,CDE LONG CHASSIS,Internal,BantenSerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C049,HCI,1/1/2025,CDELC,A8541ZH,Depok,Jabodetabek,,,Customer,5,6.46,,6,284468,832911,,Depok,CDE,Internal,JabodetabekDepokCDE,DALAM KOTA,,1,REGULAR,,
250101D020,HCI,1/1/2025,CDELC,A8465ZT,Bogor,Jabodetabek,,,Store,47,6.09,,4,283808,743076,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C149,HCI,1/1/2025,CDELC,A8712XA,Bekasi,Jabodetabek,,,Customer,19,5.61,,12,265804,856701,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C194,HCI,1/1/2025,CDELC,A8635XZ,Bekasi,Jabodetabek,,,Customer,6,1.26,,5,265404,781452,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C148,HCI,1/1/2025,CDELC,A8849ZA,Bekasi,Jabodetabek,,,Customer,20,4.62,,10,264056,867229,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C034,HCI,1/1/2025,CDELC,A8495ZH,Depok,Jabodetabek,,,Customer,29,6.67,,13,261712,912997,,Depok,CDE LONG CHASSIS,Internal,JabodetabekDepokCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C181,HCI,1/1/2025,CDELC,A8541ZH,Jakarta Timur,Jabodetabek,,,Customer,5,0.41,,5,260812,809255,,Jakarta Timur,CDE,Internal,JabodetabekJakarta TimurCDE,DALAM KOTA,,1,REGULAR,,
250101C153,HCI,1/1/2025,PICKUP,A8852VX,Depok,Jabodetabek,,,Customer,2,1.72,,2,258200,769489,,Depok,PICKUP,Internal,JabodetabekDepokPICKUP,DALAM KOTA,,1,REGULAR,,
250101C036,HCI,1/1/2025,CDELC,A8554XZ,Jakarta Selatan,Jabodetabek,,,Customer,20,8.55,,17,257420,843915,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C048,HCI,1/1/2025,PICKUP,A8542ZH,Bekasi,Jabodetabek,,,Customer,3,3.32,,3,252956,883781,,Bekasi,CDE PICKUP,Internal,JabodetabekBekasiCDE PICKUP,DALAM KOTA,,1,REGULAR,,
250101H014,HCI,1/1/2025,CDDLC,A8246YX,Jakarta Utara,Jabodetabek,,,HUB,35,6.37,,3,251540,643879,,Jakarta Utara,CDD LONG CHASSIS,Internal,JabodetabekJakarta UtaraCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C035,HCI,1/1/2025,CDELC,A8093VX,Jakarta Selatan,Jabodetabek,,,Customer,12,2.67,,11,250620,828094,,Jakarta Selatan,CDE,Internal,JabodetabekJakarta SelatanCDE,DALAM KOTA,,1,REGULAR,,
250101D021,HCI,1/1/2025,CDELC,A8865ZW,Jakarta Selatan,Jabodetabek,,,Store,32,6.85,,6,244988,638652,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C027,HCI,1/1/2025,CDELC,A8626YX,Bekasi,Jabodetabek,,,Customer,18,3.21,,13,227824,792061,,Bekasi,CDE,Internal,JabodetabekBekasiCDE,DALAM KOTA,,1,REGULAR,,
250101C218,HCI,1/1/2025,CDELC,A8494ZH,Cilegon,Banten,,,Customer,5,0.91,,4,215508,763951,,Cilegon,CDE LONG CHASSIS,Internal,BantenCilegonCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C219,HCI,1/1/2025,CDELC,A8249YX,Bekasi,Jabodetabek,,,Customer,2,0.74,,2,212896,698042,,Bekasi,CDE,Internal,JabodetabekBekasiCDE,DALAM KOTA,,1,REGULAR,,
250101C121,HCI,1/1/2025,CDELC,A8187YX,Jakarta Selatan,Jabodetabek,,,Customer,23,9.47,,8,211828,800400,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C169,HCI,1/1/2025,CDELC,A8874VA,Tangerang,Jabodetabek,,,Customer,11,5.95,,6,211572,802469,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C031,HCI,1/1/2025,CDELC,A8907YX,Jakarta Timur,Jabodetabek,,,Customer,7,3.98,,7,210068,774305,,Jakarta Timur,CDE,Internal,JabodetabekJakarta TimurCDE,DALAM KOTA,,1,REGULAR,,
250101C044,HCI,1/1/2025,CDELC,A8874ZF,Tangerang,Jabodetabek,,,Customer,36,9.26,,15,209800,861085,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C028,HCI,1/1/2025,CDELC,A8703ZE,Bekasi,Jabodetabek,,,Customer,21,5.37,,13,206844,744638,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C138,HCI,1/1/2025,CDELC,A8651XY,Depok,Jabodetabek,,,Customer,6,1.46,,2,205816,793210,,Depok,CDE LONG CHASSIS,Internal,JabodetabekDepokCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C030,HCI,1/1/2025,CDELC,B9941SCF,Jakarta Timur,Jabodetabek,,,Customer,20,4.9,,12,204872,834860,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C043,HCI,1/1/2025,CDELC,A8616XY,Jakarta Utara,Jabodetabek,,,Customer,6,4.23,,6,202548,789942,,Jakarta Utara,CDE LONG CHASSIS,Internal,JabodetabekJakarta UtaraCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C195,HCI,1/1/2025,CDELC,A8494ZH,Serang,Banten,,,Customer,6,2.78,,6,197124,745567,,Serang,CDE LONG CHASSIS,Internal,BantenSerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C029,HCI,1/1/2025,CDELC,A8604VX,Bekasi,Jabodetabek,,,Customer,10,1.88,,9,189992,767466,,Bekasi,CDE,Internal,JabodetabekBekasiCDE,DALAM KOTA,,1,REGULAR,,
250101C165,HCI,1/1/2025,PICKUP,A8647VB,Jakarta Barat,Jabodetabek,,,Customer,4,3.0,,3,189700,685567,,Jakarta Barat,PICKUP,Internal,JabodetabekJakarta BaratPICKUP,DALAM KOTA,,1,REGULAR,,
250101C167,HCI,1/1/2025,CDELC,A8544ZH,Bekasi,Jabodetabek,,,Customer,1,0.84,,1,187388,735831,,Bekasi,CDE,Internal,JabodetabekBekasiCDE,DALAM KOTA,,1,REGULAR,,
250101D017,HCI,1/1/2025,CDELC,A8496ZH,Jakarta Utara,Jabodetabek,,,Store,34,9.33,,2,182108,610593,,Jakarta Utara,CDE LONG CHASSIS,Internal,JabodetabekJakarta UtaraCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C039,HCI,1/1/2025,CDELC,A8713XA,Jakarta Pusat,Jabodetabek,,,Customer,16,4.57,,9,181852,772749,,Jakarta Pusat,CDE LONG CHASSIS,Internal,JabodetabekJakarta PusatCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D048,HCI,1/1/2025,CONT-40,A8064VB,Serang,Banten,,,Store,1,50.0,,1,181036,937069,,Serang,CONT-40,Internal,BantenSerangCONT-40,DALAM KOTA,,1,REGULAR,,
250101C045,HCI,1/1/2025,CDELC,A8632WX,Tangerang,Jabodetabek,,,Customer,23,11.0,,13,180752,771246,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101X005,HCI,1/1/2025,PICKUP,B1578HFA,Serang,Banten,,,Other Delivery,3,0.83,,3,176400,522890,,Serang,MIN VAN OPS,Internal,BantenSerangMIN VAN OPS,DALAM KOTA,,1,REGULAR,,
250101C134,HCI,1/1/2025,CDELC,A8144ZH,Serang,Banten,,,Customer,9,8.13,,8,174684,825969,,Serang,CDE LONG CHASSIS,Internal,BantenSerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C037,HCI,1/1/2025,CDELC,A8747XA,Jakarta Selatan,Jabodetabek,,,Customer,26,6.32,,16,173544,764441,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C193,HCI,1/1/2025,CDELC,A8544ZH,Tangerang,Jabodetabek,,,Customer,5,2.49,,6,168488,716931,,Tangerang,CDE,Internal,JabodetabekTangerangCDE,DALAM KOTA,,1,REGULAR,,
250101C038,HCI,1/1/2025,CDELC,A8913WX,Jakarta Selatan,Jabodetabek,,,Customer,27,11.0,,10,164448,754942,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D045,HCI,1/1/2025,WINGBOX,B9069BEN,Serang,Banten,,,Store,2,32.0,,2,162432,986799,,Serang,WINGBOX,Internal,BantenSerangWINGBOX,DALAM KOTA,,1,REGULAR,,
250101C189,HCI,1/1/2025,CDELC,A8901ZW,Jakarta Selatan,Jabodetabek,,,Customer,5,0.81,,5,160828,676876,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C209,HCI,1/1/2025,CDELC,A8249YX,Jakarta Selatan,Jabodetabek,,,Customer,2,0.6,,2,151776,636922,,Jakarta Selatan,CDE,Internal,JabodetabekJakarta SelatanCDE,DALAM KOTA,,1,REGULAR,,
250101C041,HCI,1/1/2025,CDELC,A8635XZ,Jakarta Barat,Jabodetabek,,,Customer,12,5.6,,9,138924,654972,,Jakarta Barat,CDE LONG CHASSIS,Internal,JabodetabekJakarta BaratCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C042,HCI,1/1/2025,CDELC,A8901ZW,Jakarta Barat,Jabodetabek,,,Customer,6,1.92,,5,133912,649960,,Jakarta Barat,CDE LONG CHASSIS,Internal,JabodetabekJakarta BaratCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C206,HCI,1/1/2025,CDELC,A8326VX,Tangerang,Jabodetabek,,,Customer,3,0.43,,3,131604,649651,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101H012,HCI,1/1/2025,WINGBOX,B9067BEN,Tangerang,Jabodetabek,,,HUB,79,27.73,,5,130916,955283,,Tangerang,WINGBOX,Internal,JabodetabekTangerangWINGBOX,DALAM KOTA,,1,REGULAR,,
250101C136,HCI,1/1/2025,CDELC,A8121XW,Tangerang,Jabodetabek,,,Customer,5,3.44,,4,127492,714886,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C040,HCI,1/1/2025,CDELC,A8076YX,Jakarta Barat,Jabodetabek,,,Customer,16,8.41,,12,120672,709244,,Jakarta Barat,CDE LONG CHASSIS,Internal,JabodetabekJakarta BaratCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D016,HCI,1/1/2025,CDDLC,A8456ZY,Tangerang,Jabodetabek,,,Store,18,9.0,,1,112556,514598,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C137,HCI,1/1/2025,CDELC,A8760VB,Tangerang,Jabodetabek,,,Customer,5,3.98,,5,108616,697066,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C188,HCI,1/1/2025,CDELC,A8249YX,Tangerang,Jabodetabek,,,Customer,14,2.57,,5,84388,569534,,Tangerang,CDE,Internal,JabodetabekTangerangCDE,DALAM KOTA,,1,REGULAR,,
250101C155,HCI,1/1/2025,CDELC,A8326VX,Jakarta Barat,Jabodetabek,,,Customer,6,2.82,,2,80196,598243,,Jakarta Barat,CDE LONG CHASSIS,Internal,JabodetabekJakarta BaratCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C179,HCI,1/1/2025,CDELC,A8703ZE,Tangerang,Jabodetabek,,,Customer,2,4.4,,2,77452,615246,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C222,HCI,1/1/2025,PICKUP,A8647VB,Jakarta Barat,Jabodetabek,,,Customer,1,0.24,,1,75100,570967,,Jakarta Barat,PICKUP,Internal,JabodetabekJakarta BaratPICKUP,DALAM KOTA,,1,REGULAR,,
250101C046,HCI,1/1/2025,CDELC,A8607ZF,Tangerang,Jabodetabek,,,Customer,14,5.41,,9,67324,718609,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C226,HCI,1/1/2025,PICKUP,A8140ZV,Tangerang,Jabodetabek,,,Customer,1,0.16,,1,43100,587125,,Tangerang,PICKUP,Internal,JabodetabekTangerangPICKUP,DALAM KOTA,,1,REGULAR,,
250102C020,HCI,1/2/2025,WINGBOX,B9067BEN,Bekasi,Jabodetabek,,,HUB,84,36.12,,4,572048,1396415,,Bekasi,WINGBOX,Internal,JabodetabekBekasiWINGBOX,DALAM KOTA,,1,REGULAR,,
250102D081,HCI,1/2/2025,CONT-40,B9020BEA,Bekasi,Jabodetabek,,,Store,1,50.0,,1,462888,952305,,Bekasi,CONT-40,Internal,JabodetabekBekasiCONT-40,DALAM KOTA,,1,REGULAR,,
250102H013,HCI,1/2/2025,WINGBOX,A8121VB,Bogor,Jabodetabek,,,HUB,132,40.14,,2,435915,959498,,Bogor,WINGBOX,Internal,JabodetabekBogorWINGBOX,DALAM KOTA,,1,REGULAR,,
250102H056,HCI,1/2/2025,FUSO,A8625YX,Bogor,Jabodetabek,,,HUB,51,13.97,,7,427044,997602,,Bogor,Fuso,Internal,JabodetabekBogorFuso,DALAM KOTA,,1,REGULAR,,
250102X014,HCI,1/2/2025,CONT-40,A8086VB,Jakarta Utara,Jabodetabek,,,Other Delivery,1,0.28,,1,393224,1149257,,Jakarta Utara,CONT-40,Internal,JabodetabekJakarta UtaraCONT-40,DALAM KOTA,,1,REGULAR,,
250102C264,HCI,1/2/2025,CDDLC,A8909XY,Sukabumi,Jawa Barat,,,Customer,2,16.0,,2,381320,1002659,,Sukabumi,CDD LONG CHASSIS,Internal,Jawa BaratSukabumiCDD LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250102C058,HCI,1/2/2025,CDDLC,A8246YX,Cilegon,Banten,,,Customer,26,13.13,,16,376536,991675,,Cilegon,CDD LONG CHASSIS,Internal,BantenCilegonCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C060,HCI,1/2/2025,CDELC,A8541ZH,Jakarta Timur,Jabodetabek,,,Customer,8,4.62,,8,354244,1005529,,Jakarta Timur,CDE,Internal,JabodetabekJakarta TimurCDE,DALAM KOTA,,1,REGULAR,,
250102C227,HCI,1/2/2025,CDELC,A8249YX,Bogor,Jabodetabek,,,Customer,7,2.48,,7,345480,850399,,Bogor,CDE,Internal,JabodetabekBogorCDE,DALAM KOTA,,1,REGULAR,,
250102H015,HCI,1/2/2025,FUSO,A8495YX,Jakarta Utara,Jabodetabek,,,HUB,65,24.23,,4,330364,900922,,Jakarta Utara,Fuso,Internal,JabodetabekJakarta UtaraFuso,DALAM KOTA,,1,REGULAR,,
250102D068,HCI,1/2/2025,WINGBOX,B9056BEN,Serang,Banten,,,Store,2,42.0,,2,324388,1148755,,Serang,WINGBOX,Internal,BantenSerangWINGBOX,DALAM KOTA,,1,REGULAR,,
250102C311,HCI,1/2/2025,CDELC,A8359ZA,Jakarta Timur,Jabodetabek,,,Customer,7,2.03,,6,320920,924093,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C025,HCI,1/2/2025,CDELC,A8635XZ,Bekasi,Jabodetabek,,,Customer,28,8.68,,21,320804,907299,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D069,HCI,1/2/2025,WINGBOX,A8120VB,Serang,Banten,,,Store,2,42.0,,2,320376,1144743,,Serang,WINGBOX,Internal,BantenSerangWINGBOX,DALAM KOTA,,1,REGULAR,,
250102C033,HCI,1/2/2025,CDELC,A8187YX,Bogor,Jabodetabek,,,Customer,14,4.23,,13,319004,907576,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C059,HCI,1/2/2025,CDDLC,A8977XA,Sukabumi,Jawa Barat,,,Customer,1,16.0,,1,311920,940017,,Sukabumi,CDD LONG CHASSIS,Internal,Jawa BaratSukabumiCDD LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250102C028,HCI,1/2/2025,CDELC,A8607ZF,Bekasi,Jabodetabek,,,Customer,13,5.78,,13,307004,958289,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C067,HCI,1/2/2025,WINGBOX,B9069BEN,Jakarta Utara,Jabodetabek,,,Customer,9,42.0,,9,306276,1353443,,Jakarta Utara,WINGBOX,Internal,JabodetabekJakarta UtaraWINGBOX,DALAM KOTA,,1,NON REGULAR,,
250102C038,HCI,1/2/2025,CDELC,A8494ZY,Jakarta Selatan,Jabodetabek,,,Customer,21,6.16,,19,294816,883388,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C045,HCI,1/2/2025,CDELC,A8495ZH,Jakarta Utara,Jabodetabek,,,Customer,13,11.0,,12,294056,945341,,Jakarta Utara,CDE LONG CHASSIS,Internal,JabodetabekJakarta UtaraCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C035,HCI,1/2/2025,CDELC,A8865ZW,Depok,Jabodetabek,,,Customer,12,6.36,,13,286924,903388,,Depok,CDE LONG CHASSIS,Internal,JabodetabekDepokCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C057,HCI,1/2/2025,CDELC,A8494ZH,Serang,Banten,,,Customer,15,6.33,,14,284536,935821,,Serang,CDE LONG CHASSIS,Internal,BantenSerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C024,HCI,1/2/2025,CDELC,A8913WX,Bekasi,Jabodetabek,,,Customer,14,4.76,,11,282180,872674,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C023,HCI,1/2/2025,CDELC,A8747XA,Bekasi,Jabodetabek,,,Customer,15,6.67,,16,281148,872045,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C037,HCI,1/2/2025,CDELC,A8093VX,Bogor,Jabodetabek,,,Customer,14,3.73,,9,278096,789633,,Bogor,CDE,Internal,JabodetabekBogorCDE,DALAM KOTA,,1,REGULAR,,
250102C027,HCI,1/2/2025,CDELC,A8651XY,Bekasi,Jabodetabek,,,Customer,25,6.69,,17,269136,856530,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C050,HCI,1/2/2025,CDELC,B9017SCF,Jakarta Utara,Jabodetabek,,,Customer,16,5.34,,14,259444,875110,,Jakarta Utara,CDE LONG CHASSIS,Internal,JabodetabekJakarta UtaraCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C230,HCI,1/2/2025,PICKUP,A8140ZV,Jakarta Selatan,Jabodetabek,,,Customer,5,3.0,,5,254000,798025,,Jakarta Selatan,PICKUP,Internal,JabodetabekJakarta SelatanPICKUP,DALAM KOTA,,1,REGULAR,,
250102C310,HCI,1/2/2025,CDELC,A8249YX,Depok,Jabodetabek,,,Customer,2,0.64,,2,253332,758251,,Depok,CDE,Internal,JabodetabekDepokCDE,DALAM KOTA,,1,REGULAR,,
250102C032,HCI,1/2/2025,CDELC,A8713XA,Bogor,Jabodetabek,,,Customer,9,11.0,,7,246408,837305,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C256,HCI,1/2/2025,CDELC,A8544ZH,Bekasi,Jabodetabek,,,Customer,3,3.33,,3,243728,792171,,Bekasi,CDE,Internal,JabodetabekBekasiCDE,DALAM KOTA,,1,REGULAR,,
250102C026,HCI,1/2/2025,CDELC,A8121XW,Bekasi,Jabodetabek,,,Customer,13,5.79,,8,230148,817542,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C031,HCI,1/2/2025,CDELC,A8465ZT,Jakarta Timur,Jabodetabek,,,Customer,28,11.0,,18,227100,909168,,Jakarta Timur,CDELC,Internal,JabodetabekJakarta TimurCDELC,DALAM KOTA,,1,REGULAR,,
250102C036,HCI,1/2/2025,CDELC,A8901ZW,Depok,Jabodetabek,,,Customer,25,5.12,,14,226604,813099,,Depok,CDE LONG CHASSIS,Internal,JabodetabekDepokCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C267,HCI,1/2/2025,CDDLC,A8504YX,Jakarta Utara,Jabodetabek,,,Customer,1,3.62,,1,225512,617851,,Jakarta Utara,CDD LONG CHASSIS,Internal,JabodetabekJakarta UtaraCDD LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250102C275,HCI,1/2/2025,CDELC,A8760VB,Jakarta Timur,Jabodetabek,,,Customer,7,2.95,,9,225232,813682,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102X010,HCI,1/2/2025,PICKUP,B1045HFA,Tangerang,Jabodetabek,,,Other Delivery,5,1.38,,6,209000,555490,,Tangerang,MIN VAN OPS,Internal,JabodetabekTangerangMIN VAN OPS,DALAM KOTA,,1,REGULAR,,
250102X015,HCI,1/2/2025,PICKUP,B2685UBI,Bekasi,Jabodetabek,,,Other Delivery,5,1.38,,5,209000,529033,,Bekasi,MIN VAN OPS,Internal,JabodetabekBekasiMIN VAN OPS,DALAM KOTA,,1,REGULAR,,
250102C039,HCI,1/2/2025,CDELC,A8326VX,Jakarta Selatan,Jabodetabek,,,Customer,11,5.11,,10,204268,794762,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C233,HCI,1/2/2025,CDELC,A8626YX,Jakarta Selatan,Jabodetabek,,,Customer,9,4.19,,8,203948,768185,,Jakarta Selatan,CDE,Internal,JabodetabekJakarta SelatanCDE,DALAM KOTA,,1,REGULAR,,
250102C030,HCI,1/2/2025,CDELC,A8502ZH,Jakarta Timur,Jabodetabek,,,Customer,13,10.29,,12,202676,853961,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
