LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,Capacity Armada,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250101C157,AHI,1/1/2025,CDELC,A8346WX,Bogor,Jabodetabek,,,Customer,20,5.5,,6,337000,1354953,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A052,AHI,1/1/2025,CDDLC,A8122ZH,Jakarta,Jabodetabek,,,Store,49,1.69,,1,154296,662656,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A068,TGI,1/1/2025,CDELC,A8483ZH,Tangerang,Jabodetabek,,,Store,30,8.21,,3,332732,796259,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A008,AHI,1/1/2025,CDDLC,A8463ZY,Tangerang,Jabodetabek,,,Store,87,11.38,,1,237368,672461,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101H031,AHI,1/1/2025,CDDLC,A8629VX,Tangerang,Jabodetabek,,,HUB,31,6.41,,2,382036,819496,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A032,AHI,1/1/2025,CDELC,A8358ZY,Jakarta,Jabodetabek,,,Store,83,9.87,,1,153000,928593,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A039,AHI,1/1/2025,CDDLC,A8493ZH,Jakarta,Jabodetabek,,,Store,61,5.98,,1,173788,682148,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A003,AHI,1/1/2025,CDDLC,A8658ZF,Jakarta,Jabodetabek,,,Store,74,8.4,,1,159740,668100,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A061,AHI,1/1/2025,CDDLC,A8124ZH,Bekasi,Jabodetabek,,,Store,32,6.22,,2,36124,544484,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241201A012,AHI,1/1/2025,CDDLC,A8126ZH,Tangerang,Jabodetabek,,,Store,2,0.55,,1,,375360,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A007,AHI,1/1/2025,CDDLC,B9940SCF,Tangerang,Jabodetabek,,,Store,49,7.0,,1,561580,1061040,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101H039,AHI,1/1/2025,CDDLC,A8986XA,Jakarta,Jabodetabek,,,HUB,11,6.52,,1,156408,595001,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A049,AHI,1/1/2025,CDELC,A8370WX,Jakarta,Jabodetabek,,,Store,89,1.55,,1,124244,508404,,Jakarta,CDE,Internal,JabodetabekJakartaCDE,DALAM KOTA,,1,REGULAR,,
250101H034,AHI,1/1/2025,CDDLC,A8464ZY,Jakarta,Jabodetabek,,,HUB,12,3.87,,1,209040,644133,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A040,AHI,1/1/2025,CDELC,A8916WX,Jakarta,Jabodetabek,,,Store,64,0.62,,2,164300,562460,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A022,AHI,1/1/2025,CDDLC,A8630VX,Depok,Jabodetabek,,,Store,58,6.19,,2,319914,757374,,Depok,CDD LONG CHASSIS,Internal,JabodetabekDepokCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A012,AHI,1/1/2025,CDDLC,A8690XY,Tangerang,Jabodetabek,,,Store,88,5.1,,4,288688,720015,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A081,FBI,1/1/2025,CDELC,A8157ZC,Jakarta,Jabodetabek,,,Store,9,2.33,,5,189500,614727,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A072,FBI,1/1/2025,CDELC,B9018SCF,Bogor,Jabodetabek,,,Store,14,3.59,,4,371000,796227,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A018,AHI,1/1/2025,CDDLC,A8658XY,Bogor,Jabodetabek,,,Store,77,11.07,,1,325760,757087,,Bogor,CDD LONG CHASSIS,Internal,JabodetabekBogorCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A057,AHI,1/1/2025,CDDLC,A8872ZF,Bekasi,Jabodetabek,,,Store,69,12.07,,1,114000,622360,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101X006,AHI,1/1/2025,CDDLC,A8451ZY,Tangerang,Jabodetabek,,,Other Delivery,2,16.0,,2,275912,711005,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
241231A078,FBI,1/1/2025,CDELC,B9015SCF,Tangerang,Jabodetabek,,,Store,18,2.52,,7,268000,693227,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A006,AHI,1/1/2025,FUSO,A8637VA,Tangerang,Jabodetabek,,,Store,84,13.35,,2,514284,1098011,,Tangerang,FUSO,Internal,JabodetabekTangerangFUSO,DALAM KOTA,,1,REGULAR,,
241231A037,AHI,1/1/2025,CDDLC,A8655ZF,Jakarta,Jabodetabek,,,Store,59,6.79,,2,289226,797586,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A019,AHI,1/1/2025,CDDLC,A8883ZF,Bogor,Jabodetabek,,,Store,43,5.31,,2,418204,926564,,Bogor,CDD LONG CHASSIS,Internal,JabodetabekBogorCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A034,AHI,1/1/2025,CDDLC,A8452ZY,Jakarta,Jabodetabek,,,Store,105,6.28,,2,335124,770217,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C101,AHI,1/1/2025,CDELC,A8629WX,Purwakarta,Jawa Barat,,,Customer,10,1.98,,3,293512,652722,,Purwakarta,CDE LONG CHASSIS,Internal,Jawa BaratPurwakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A043,AHI,1/1/2025,CDDLC,A8736ZE,Jakarta,Jabodetabek,,,Store,65,15.62,,1,179772,679232,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A044,AHI,1/1/2025,CDDLC,A8482ZH,Jakarta,Jabodetabek,,,Store,17,6.95,,1,161856,670216,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A030,AHI,1/1/2025,CDDLC,A8974XA,Jakarta,Jabodetabek,,,Store,159,10.12,,2,156772,595365,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A020,AHI,1/1/2025,CDDLC,A8490ZH,Depok,Jabodetabek,,,Store,71,6.54,,2,298344,806704,,Depok,CDD LONG CHASSIS,Internal,JabodetabekDepokCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A065,AHI,1/1/2025,CDDLC,A8651ZF,Jakarta,Jabodetabek,,,Store,56,3.75,,2,238520,746880,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A017,AHI,1/1/2025,CDDLC,A8445ZY,Bogor,Jabodetabek,,,Store,75,2.06,,1,281460,716553,,Bogor,CDD LONG CHASSIS,Internal,JabodetabekBogorCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A079,FBI,1/1/2025,CDELC,A8232ZC,Tangerang,Jabodetabek,,,Store,17,2.28,,5,422000,808041,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A023,FBI,1/1/2025,FUSO,A8049ZX,Tangerang,Jabodetabek,,,Store,4,18.2,,4,285552,680379,,Tangerang,FUSO,Internal,JabodetabekTangerangFUSO,DALAM KOTA,,1,REGULAR,,
241231A050,AHI,1/1/2025,CDDLC,A8126ZH,Jakarta,Jabodetabek,,,Store,97,13.15,,1,162612,537972,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A077,FBI,1/1/2025,CDELC,D8309FJ,Tangerang,Jabodetabek,,,Store,14,2.61,,5,395000,858527,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A005,AHI,1/1/2025,CDDLC,A8487ZH,Tangerang,Jabodetabek,,,Store,36,6.4,,1,189316,697676,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A082,FBI,1/1/2025,PICKUP,A8294VA,Jakarta,Jabodetabek,,,Store,6,1.84,,2,168000,454443,,Jakarta,MINI VAN BOX,Internal,JabodetabekJakartaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
241231A033,AHI,1/1/2025,CDDLC,A8656ZF,Jakarta,Jabodetabek,,,Store,89,6.59,,2,178368,686728,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A029,AHI,1/1/2025,CDDLC,A8632VX,Jakarta,Jabodetabek,,,Store,78,13.47,,1,226240,642796,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A024,AHI,1/1/2025,CDDLC,A8987XA,Depok,Jabodetabek,,,Store,48,3.17,,3,467512,906105,,Depok,CDD LONG CHASSIS,Internal,JabodetabekDepokCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A027,AHI,1/1/2025,CDELC,A8605ZF,Jakarta,Jabodetabek,,,Store,39,4.9,,2,181532,645059,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C158,AHI,1/1/2025,CDELC,A8963ZY,Jakarta,Jabodetabek,,,Customer,28,8.83,,6,222400,860853,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A059,AHI,1/1/2025,CDELC,A8603ZF,Bekasi,Jabodetabek,,,Store,94,7.71,,5,148888,612415,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241230B014,AHI,1/1/2025,CDDLC,A8963ZD,Bandung,Jawa Barat,,,Store,64,13.07,,1,809500,1308960,,Bandung,CDD LONG CHASSIS,Internal,Jawa BaratBandungCDD LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
241231A016,AHI,1/1/2025,CDDLC,A8123ZH,Bogor,Jabodetabek,,,Store,51,6.29,,1,261260,750620,,Bogor,CDD LONG CHASSIS,Internal,JabodetabekBogorCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A076,FBI,1/1/2025,CDELC,A8711ZE,Jakarta,Jabodetabek,,,Store,13,3.01,,4,183000,623627,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A053,AHI,1/1/2025,CDELC,A8525ZX,Jakarta,Jabodetabek,,,Store,57,4.72,,3,156956,551783,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A010,AHI,1/1/2025,FUSO,A8638VA,Tangerang,Jabodetabek,,,Store,93,3.23,,2,362316,946043,,Tangerang,FUSO,Internal,JabodetabekTangerangFUSO,DALAM KOTA,,1,REGULAR,,
241231A062,AHI,1/1/2025,CDELC,A8499ZH,Bogor,Jabodetabek,,,Store,80,8.88,,2,204424,667951,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A031,AHI,1/1/2025,CDELC,A8876ZF,Jakarta,Jabodetabek,,,Store,75,9.3,,1,156224,619751,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A023,AHI,1/1/2025,CDDLC,A8619VX,Depok,Jabodetabek,,,Store,105,12.06,,2,293912,731372,,Depok,CDD LONG CHASSIS,Internal,JabodetabekDepokCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A026,AHI,1/1/2025,CDDLC,A8962ZD,Jakarta,Jabodetabek,,,Store,78,6.73,,1,238644,738104,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A009,AHI,1/1/2025,CDDLC,A8661ZE,Tangerang,Jabodetabek,,,Store,103,11.92,,1,363760,863220,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A014,AHI,1/1/2025,CDDLC,A8654ZF,Tangerang,Jabodetabek,,,Store,60,7.19,,1,420860,929220,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A075,FBI,1/1/2025,CDELC,A8607WX,Jakarta,Jabodetabek,,,Store,5,1.55,,3,144500,514839,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A055,AHI,1/1/2025,CDDLC,A8884ZF,Bekasi,Jabodetabek,,,Store,51,7.07,,1,109292,617652,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A025,AHI,1/1/2025,CDDLC,A8492ZH,Jakarta,Jabodetabek,,,Store,62,0.66,,1,239272,747632,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A038,AHI,1/1/2025,CDDLC,A8964ZD,Jakarta,Jabodetabek,,,Store,98,12.72,,1,197984,697444,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A074,FBI,1/1/2025,PICKUP,A8541ZE,Jakarta,Jabodetabek,,,Store,6,3.0,,4,230500,582293,,Jakarta,MINI VAN BOX,Internal,JabodetabekJakartaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
241231A013,AHI,1/1/2025,CDDLC,A8617VX,Tangerang,Jabodetabek,,,Store,48,6.92,,1,202576,640036,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A073,FBI,1/1/2025,CDELC,A8976XA,Jakarta,Jabodetabek,,,Store,16,3.49,,5,230500,629093,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C159,AHI,1/1/2025,CDELC,B9402SDA,Depok,Jabodetabek,,,Customer,21,5.67,,5,199572,840092,,Depok,CDE PICK UP,Internal,JabodetabekDepokCDE PICK UP,DALAM KOTA,,1,REGULAR,,
241231A028,AHI,1/1/2025,CDDLC,A8489ZH,Jakarta,Jabodetabek,,,Store,49,8.18,,1,132448,640808,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A041,AHI,1/1/2025,CDDLC,A8659XY,Jakarta,Jabodetabek,,,Store,66,6.04,,1,208232,639559,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A047,AHI,1/1/2025,CDDLC,A8234XZ,Jakarta,Jabodetabek,,,Store,142,2.64,,2,160212,822132,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A058,AHI,1/1/2025,CDDLC,A8988XA,Bekasi,Jabodetabek,,,Store,53,6.71,,2,140484,579077,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101X007,AHI,1/1/2025,CDDLC,B9190SDB,Tangerang,Jabodetabek,,,Other Delivery,1,8.0,,1,343628,1024581,,Tangerang,CDD PICK UP,Internal,JabodetabekTangerangCDD PICK UP,DALAM KOTA,,1,NON REGULAR,,
241231A015,AHI,1/1/2025,CDELC,A8606ZF,Jakarta,Jabodetabek,,,Store,152,9.3,,1,166540,630067,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A080,FBI,1/1/2025,CDELC,A8386VX,Tangerang,Jabodetabek,,,Store,15,2.49,,6,210000,580339,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A004,AHI,1/1/2025,CDDLC,A8657ZF,Tangerang,Jabodetabek,,,Store,60,3.36,,2,239680,748040,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A064,AHI,1/1/2025,CDDLC,A8486ZH,Tangerang,Jabodetabek,,,Store,56,6.33,,1,384352,892712,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A084,FBI,1/1/2025,CDELC,A8709ZE,Depok,Jabodetabek,,,Store,17,3.49,,5,253000,693627,,Depok,CDE LONG CHASSIS,Internal,JabodetabekDepokCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A045,AHI,1/1/2025,CDELC,A8501ZH,Jakarta,Jabodetabek,,,Store,61,7.16,,2,161848,601678,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241230B013,AHI,1/1/2025,CDDLC,A8961ZD,Bandung,Jawa Barat,,,Store,134,12.54,,2,848500,1237774,,Bandung,CDD LONG CHASSIS,Internal,Jawa BaratBandungCDD LONG CHASSIS,LUAR KOTA,,1,NON REGULAR,,
250101H037,AHI,1/1/2025,CDDLC,A8507XY,Jakarta,Jabodetabek,,,HUB,16,5.63,,2,245632,676959,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A011,AHI,1/1/2025,CDELC,A8608ZF,Tangerang,Jabodetabek,,,Store,67,4.95,,2,303020,766547,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A060,AHI,1/1/2025,CDDLC,A8184ZV,Bekasi,Jabodetabek,,,Store,67,6.09,,1,41388,568681,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A083,FBI,1/1/2025,CDELC,A8012ZV,Jakarta,Jabodetabek,,,Store,7,1.51,,3,170500,566593,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101X011,AHI,1/1/2025,CONT-40,B9011BEA,Bekasi,Jabodetabek,,,Other Delivery,1,25.0,,1,174412,587636,,Bekasi,CONT-40,Internal,JabodetabekBekasiCONT-40,DALAM KOTA,,1,REGULAR,,
241231A046,AHI,1/1/2025,CDDLC,A8571ZE,Jakarta,Jabodetabek,,,Store,67,6.63,,1,199676,699136,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101X008,AHI,1/1/2025,CDDLC,A8911XY,Jakarta,Jabodetabek,,,Other Delivery,2,11.0,,2,427544,1071231,,Jakarta,CDD PICK UP,Internal,JabodetabekJakartaCDD PICK UP,DALAM KOTA,,1,NON REGULAR,,
241231A067,TGI,1/1/2025,CDELC,A8480ZH,Bogor,Jabodetabek,,,Store,91,8.44,,8,308620,772147,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A063,AHI,1/1/2025,CDDLC,A8886ZF,Purwakarta,Jawa Barat,,,Store,85,12.87,,2,302988,811348,,Purwakarta,CDD LONG CHASSIS,Internal,Jawa BaratPurwakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A035,AHI,1/1/2025,CDELC,A8373WX,Jakarta,Jabodetabek,,,Store,80,6.67,,1,125272,523432,,Jakarta,CDE,Internal,JabodetabekJakartaCDE,DALAM KOTA,,1,REGULAR,,
250101C102,AHI,1/1/2025,CDELC,A8634XZ,Bekasi,Jabodetabek,,,Customer,11,3.02,,11,111792,513019,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241230B001,FBI,1/1/2025,CDELC,A8718VB,Serang,Banten,,,Store,15,4.47,,5,532888,1060948,,Serang,CDE LONG CHASSIS,Internal,BantenSerangCDE LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
241231A048,AHI,1/1/2025,CDELC,A8743YX,Jakarta,Jabodetabek,,,Store,53,4.2,,1,152132,522059,,Jakarta,CDE,Internal,JabodetabekJakartaCDE,DALAM KOTA,,1,REGULAR,,
241231A021,AHI,1/1/2025,CDDLC,A8620VX,Depok,Jabodetabek,,,Store,51,6.51,,1,207860,645320,,Depok,CDD LONG CHASSIS,Internal,JabodetabekDepokCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241230B019,AHI,1/1/2025,CDDLC,A8960ZD,Bandung,Jawa Barat,,,Store,146,13.4,,2,813500,1303778,,Bandung,CDD LONG CHASSIS,Internal,Jawa BaratBandungCDD LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
241231A042,AHI,1/1/2025,CDDLC,A8655XY,Jakarta,Jabodetabek,,,Store,129,11.76,,1,198876,630203,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101H038,AHI,1/1/2025,CDDLC,A8652XY,Bogor,Jabodetabek,,,HUB,17,4.6,,1,337200,768527,,Bogor,CDD LONG CHASSIS,Internal,JabodetabekBogorCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A051,AHI,1/1/2025,PICKUP,B9747SCE,Jakarta,Jabodetabek,,,Store,47,3.0,,1,237500,545694,,Jakarta,MINI VAN BOX,Internal,JabodetabekJakartaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
241231A056,AHI,1/1/2025,CDDLC,A8340YX,Bekasi,Jabodetabek,,,Store,115,12.5,,1,102172,537265,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A002,AHI,1/1/2025,PICKUP,A8294VA,Jakarta,Jabodetabek,,,Store,16,2.98,,1,139500,425943,,Jakarta,MINI VAN BOX,Internal,JabodetabekJakartaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
241231A036,AHI,1/1/2025,CDELC,A8514ZW,Jakarta,Jabodetabek,,,Store,75,5.43,,2,176016,577243,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A001,AHI,1/1/2025,CDELC,A8720VB,Jakarta,Jabodetabek,,,Store,2,0.55,,2,122360,650420,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231X026,AHI,1/1/2025,CDDLC,A8446ZY,Jakarta,Jabodetabek,,,Other Delivery,3,2.45,,3,268796,703889,,Jakarta,CDD LONG CHASSIS,Internal,JabodetabekJakartaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231A003,AHI,1/1/2025,CDELC,A8698XZ,Tangerang,Jabodetabek,,,Store,55,7.13,,2,193392,594619,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102A002,AHI,1/2/2025,PICKUP,A8294VA,Tangerang,Jabodetabek,,,Store,20,3.0,,1,339000,625443,,Tangerang,MINI VAN BOX,Internal,JabodetabekTangerangMINI VAN BOX,DALAM KOTA,,1,NON REGULAR,,
250101A064,AHI,1/2/2025,CDDLC,A8491ZH,Bekasi,Jabodetabek,,,Store,57,5.94,,3,90664,599024,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A013,AHI,1/2/2025,CDDLC,A8736ZE,Tangerang,Jabodetabek,,,Store,51,8.3,,4,419248,918708,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A007,AHI,1/2/2025,CDDLC,A8652XY,Tangerang,Jabodetabek,,,Store,43,8.37,,1,362008,793335,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A080,FBI,1/2/2025,CDELC,A8386VX,Jakarta,Jabodetabek,,,Store,11,0.95,,2,159000,529339,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A041,AHI,1/2/2025,CDELC,A8698XZ,Jakarta,Jabodetabek,,,Store,104,6.31,,3,344820,746047,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101A068,TGI,1/2/2025,CDELC,A8501ZH,Jakarta,Jabodetabek,,,Store,55,5.47,,5,232900,672730,,Jakarta,CDE LONG CHASSIS,Internal,JabodetabekJakartaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
