LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250101C082,AHI,1/1/2025,CDELC,W8519QE,Surabaya,Jawa Timur,,,Customer,18,7.68,13,250000,689647,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C083,AHI,1/1/2025,PICKUP,W8656QE,Surabaya,Jawa Timur,,,Customer,11,2.9,8,126000,399780,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250101C084,AHI,1/1/2025,CDELC,W8555QC,Surabaya,Jawa Timur,,,Customer,32,10.0,15,168000,545347,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C085,AHI,1/1/2025,CDELC,W8890NU,Surabaya,Jawa Timur,,,Customer,18,10.0,5,127000,423380,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C086,AHI,1/1/2025,CDELC,W8894NU,Sidoarjo,Jawa Timur,,,Customer,17,5.5,11,95000,391597,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C091,HCI,1/1/2025,CDDLC,A8572ZE,Surabaya,Jawa Timur,,,Customer,5,5.99,3,148000,623580,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C093,HCI,1/1/2025,CDELC,W8745PV,Sidoarjo,Jawa Timur,,,Customer,2,0.91,3,45000,362613,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C097,HCI,1/1/2025,CDELC,W8890NU,Sidoarjo,Jawa Timur,,,Customer,7,3.29,2,25000,321380,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C098,HCI,1/1/2025,CDELC,W8195QA,Sidoarjo,Jawa Timur,,,Customer,3,0.81,3,49000,553180,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C099,HCI,1/1/2025,CDDLC,A8653ZF,Sidoarjo,Jawa Timur,,,Customer,4,4.98,4,84000,568480,,Sidoarjo,CDD LONG CHASSIS,Internal,Jawa TimurSidoarjoCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C100,HCI,1/1/2025,CDELC,W8194QA,Lamongan,Jawa Timur,,,Customer,18,3.56,11,389500,893680,,Lamongan,CDE LONG CHASSIS,Internal,Jawa TimurLamonganCDE LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250101C106,HCI,1/1/2025,CDELC,W8894NU,Madura,Jawa Timur,,,Customer,3,1.1,2,165000,461597,,Madura,CDE LONG CHASSIS,Internal,Jawa TimurMaduraCDE LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250101C108,HCI,1/1/2025,PICKUP,W8656QE,Surabaya,Jawa Timur,,,Customer,6,3.0,2,107000,380780,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250101C109,HCI,1/1/2025,CDELC,W8081QB,Mojokerto,Jawa Timur,,,Customer,9,4.49,5,194000,698180,,Mojokerto,CDE LONG CHASSIS,Internal,Jawa TimurMojokertoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C112,HCI,1/1/2025,CDELC,W8909PS,Surabaya,Jawa Timur,,,Customer,15,6.87,7,262000,678747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C123,HCI,1/1/2025,CDELC,W8082QB,Gresik,Jawa Timur,,,Customer,13,6.53,7,242000,746180,,Gresik,CDE LONG CHASSIS,Internal,Jawa TimurGresikCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C124,HCI,1/1/2025,CDELC,W8906PS,Surabaya,Jawa Timur,,,Customer,13,7.49,9,175000,591747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C125,HCI,1/1/2025,CDELC,W8518QE,Surabaya,Jawa Timur,,,Customer,19,6.68,14,216000,655647,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C126,HCI,1/1/2025,CDELC,W8908PS,Surabaya,Jawa Timur,,,Customer,9,10.0,5,161000,577747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C127,HCI,1/1/2025,CDELC,W8911PS,Sidoarjo,Jawa Timur,,,Customer,10,7.82,8,262500,679247,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C128,HCI,1/1/2025,CDELC,W8745PV,Surabaya,Jawa Timur,,,Customer,6,1.92,6,153000,470613,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C130,HCI,1/1/2025,CDELC,W8891NU,Surabaya,Jawa Timur,,,Customer,10,8.87,11,152000,515374,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C131,HCI,1/1/2025,CDELC,W9625PG,Sidoarjo,Jawa Timur,,,Customer,12,6.56,13,123000,493947,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C132,HCI,1/1/2025,CDELC,W8746PV,Sidoarjo,Jawa Timur,,,Customer,12,6.54,11,102000,518747,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C182,HCI,1/1/2025,PICKUP,A8064ZV,Surabaya,Jawa Timur,,,Customer,5,4.0,4,166000,490313,,Surabaya,PICKUP EXTRA,Internal,Jawa TimurSurabayaPICKUP EXTRA,DALAM KOTA,,1,REGULAR,,
250101C183,HCI,1/1/2025,CDELC,W8907PS,Surabaya,Jawa Timur,,,Customer,6,9.12,1,108500,525247,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C184,HCI,1/1/2025,PICKUP,W8551PV,Surabaya,Jawa Timur,,,Customer,2,4.0,3,196000,486313,,Surabaya,PICKUP EXTRA,Internal,Jawa TimurSurabayaPICKUP EXTRA,DALAM KOTA,,1,REGULAR,,
250101C185,HCI,1/1/2025,CDELC,W8497NU,Sidoarjo,Jawa Timur,,,Customer,8,6.36,8,66000,436947,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C190,HCI,1/1/2025,CDELC,W8581QD,Surabaya,Jawa Timur,,,Customer,3,1.57,2,90000,513849,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C196,HCI,1/1/2025,PICKUP,A8090VX,Surabaya,Jawa Timur,,,Customer,7,3.0,8,141000,443647,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250101C197,HCI,1/1/2025,CDELC,W8910PS,Sidoarjo,Jawa Timur,,,Customer,12,7.44,12,104000,520747,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C203,HCI,1/1/2025,CDELC,W8773NU,Surabaya,Jawa Timur,,,Customer,5,1.84,5,152000,526280,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C204,HCI,1/1/2025,CDELC,W8478QD,Surabaya,Jawa Timur,,,Customer,26,6.44,8,118000,557647,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D010,HCI,1/1/2025,CDDLC,W8850QD,Surabaya,Jawa Timur,,,Store,22,16.0,2,168000,643580,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D011,HCI,1/1/2025,CDDLC,W8520QE,Surabaya,Jawa Timur,,,Store,21,15.3,2,150000,634480,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D012,HCI,1/1/2025,CDDLC,W8851QD,Surabaya,Jawa Timur,,,Store,22,8.95,2,142000,617580,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D013,HCI,1/1/2025,CDDLC,W8342QA,Surabaya,Jawa Timur,,,Store,27,7.27,3,254000,758180,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D014,HCI,1/1/2025,CDDLC,A8524VB,Gresik,Jawa Timur,,,Store,17,5.17,1,220000,788947,,Gresik,CDD LONG CHASSIS,Internal,Jawa TimurGresikCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D022,FBI,1/1/2025,PICKUP,W1345YH,Surabaya,Jawa Timur,,,Store,14,1.0,1,145000,496480,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250101D023,FBI,1/1/2025,CDELC,W8774NU,Surabaya,Jawa Timur,,,Store,29,5.15,1,209000,570452,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D024,FBI,1/1/2025,PICKUP,W8819QB,Lamongan,Jawa Timur,,,Store,9,1.29,1,260000,587913,,Lamongan,MINI VAN BOX,Internal,Jawa TimurLamonganMINI VAN BOX,LUAR KOTA,,1,REGULAR,,
250101D042,HCI,1/1/2025,CDDLC,W8776NU,Surabaya,Jawa Timur,,,Store,5,6.6,3,212000,623213,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101H043,HCI,1/1/2025,WINGBOX,B9057BEN,Kediri,Jawa Timur,,,HUB,76,39.56,1,398500,1218547,,Kediri,WINGBOX,Internal,Jawa TimurKediriWINGBOX,LUAR KOTA,,1,REGULAR,,
250101H044,HCI,1/1/2025,WINGBOX,B9059BEN,Malang,Jawa Timur,,,HUB,111,41.78,3,341000,1161047,,Malang,WINGBOX,Internal,Jawa TimurMalangWINGBOX,LUAR KOTA,,1,REGULAR,,
250101L031,AHI,1/1/2025,CDELC,W8582QD,Banyuwangi,Jawa Timur,,,Store,12,3.2,2,645000,1084647,,Banyuwangi,CDE LONG CHASSIS,Internal,Jawa TimurBanyuwangiCDE LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250101L056,AHI,1/1/2025,CDELC,W8157QA,Jember,Jawa Timur,,,Store,1,2.54,1,481000,978947,,Jember,CDE LONG CHASSIS,Internal,Jawa TimurJemberCDE LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250102C001,HCI,1/2/2025,CDDLC,W8776NU,Bojonegoro,Jawa Timur,,,Customer,5,2.11,4,287000,698213,,Bojonegoro,CDD LONG CHASSIS,Internal,Jawa TimurBojonegoroCDD LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250102C069,AHI,1/2/2025,CDELC,W8908PS,Surabaya,Jawa Timur,,,Customer,29,10.0,18,259500,577113,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C070,AHI,1/2/2025,CDELC,W8746PV,Surabaya,Jawa Timur,,,Customer,35,10.0,16,191000,607747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C071,AHI,1/2/2025,CDELC,W8909PS,Surabaya,Jawa Timur,,,Customer,16,10.0,9,220000,636747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C073,AHI,1/2/2025,CDELC,W8519QE,Surabaya,Jawa Timur,,,Customer,30,10.0,12,225000,896647,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C122,HCI,1/2/2025,CDELC,W8194QA,Surabaya,Jawa Timur,,,Customer,9,6.54,8,130500,634680,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C123,HCI,1/2/2025,CDELC,W8497NU,Surabaya,Jawa Timur,,,Customer,5,2.63,3,112500,483447,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C125,HCI,1/2/2025,CDELC,W8906PS,Surabaya,Jawa Timur,,,Customer,13,8.46,13,165500,582247,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C126,HCI,1/2/2025,CDELC,W8894NU,Surabaya,Jawa Timur,,,Customer,9,6.7,11,249000,623713,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C127,HCI,1/2/2025,CDELC,W8195QA,Surabaya,Jawa Timur,,,Customer,11,9.47,9,362500,863180,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C128,HCI,1/2/2025,CDELC,W8910PS,Surabaya,Jawa Timur,,,Customer,15,10.0,10,144000,560747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C129,HCI,1/2/2025,CDDLC,A8572ZE,Surabaya,Jawa Timur,,,Customer,6,7.39,6,213000,688580,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C130,HCI,1/2/2025,CDDLC,A8653ZF,Surabaya,Jawa Timur,,,Customer,5,3.3,4,164500,648980,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C131,HCI,1/2/2025,CDDLC,A8524VB,Surabaya,Jawa Timur,,,Customer,11,12.34,7,223000,791947,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C132,HCI,1/2/2025,CDELC,W8081QB,Sidoarjo,Jawa Timur,,,Customer,8,5.41,8,68000,572180,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C134,HCI,1/2/2025,CDELC,W8908PS,Sidoarjo,Jawa Timur,,,Customer,21,10.0,19,127000,444613,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C137,HCI,1/2/2025,CDELC,W8478QD,Lamongan,Jawa Timur,,,Customer,6,10.0,6,485000,924647,,Lamongan,CDE LONG CHASSIS,Internal,Jawa TimurLamonganCDE LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250102C138,HCI,1/2/2025,CDELC,W8582QD,Lamongan,Jawa Timur,,,Customer,14,10.0,11,296500,736147,,Lamongan,CDE LONG CHASSIS,Internal,Jawa TimurLamonganCDE LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250102C151,HCI,1/2/2025,PICKUP,A8064ZV,Gresik,Jawa Timur,,,Customer,5,4.0,4,239500,563813,,Gresik,PICKUP EXTRA,Internal,Jawa TimurGresikPICKUP EXTRA,DALAM KOTA,,1,REGULAR,,
250102C159,HCI,1/2/2025,CDELC,W8911PS,Surabaya,Jawa Timur,,,Customer,8,10.0,3,98000,514747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C160,AHI,1/2/2025,CDELC,W8518QE,Surabaya,Jawa Timur,,,Customer,8,9.34,5,313000,752647,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C171,HCI,1/2/2025,PICKUP,W8819QB,Surabaya,Jawa Timur,,,Customer,2,0.58,2,175000,448197,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102C172,HCI,1/2/2025,PICKUP,A8090VX,Surabaya,Jawa Timur,,,Customer,4,2.96,4,143000,445647,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102C174,HCI,1/2/2025,CDELC,W8082QB,Sidoarjo,Jawa Timur,,,Customer,24,10.0,10,110000,471330,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C175,HCI,1/2/2025,PICKUP,W8656QE,Surabaya,Jawa Timur,,,Customer,1,3.0,1,93000,366780,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102C176,HCI,1/2/2025,CDELC,W8891NU,Tuban,Jawa Timur,,,Customer,11,6.79,9,532000,895374,,Tuban,CDE LONG CHASSIS,Internal,Jawa TimurTubanCDE LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250102C179,HCI,1/2/2025,CDELC,W8581QD,Surabaya,Jawa Timur,,,Customer,13,8.37,15,165500,589349,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C180,HCI,1/2/2025,CDELC,W8744PV,Surabaya,Jawa Timur,,,Customer,14,9.1,12,137000,552747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C251,HCI,1/2/2025,PICKUP,W1345YH,Pasuruan,Jawa Timur,,,Customer,2,1.07,1,115000,399980,,Pasuruan,MINI VAN BOX,Internal,Jawa TimurPasuruanMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102C260,HCI,1/2/2025,CDELC,W8847QD,Surabaya,Jawa Timur,,,Customer,10,9.88,8,125000,442613,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C268,HCI,1/2/2025,CDELC,W8479QD,Surabaya,Jawa Timur,,,Customer,14,7.8,6,140000,579647,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C269,HCI,1/2/2025,PICKUP,W8656QE,Surabaya,Jawa Timur,,,Customer,7,2.81,7,145000,418780,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102C270,HCI,1/2/2025,CDELC,W8890NU,Sidoarjo,Jawa Timur,,,Customer,17,9.86,15,120000,416380,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C271,HCI,1/2/2025,CDELC,W9625PG,Gresik,Jawa Timur,,,Customer,15,9.9,11,491000,861947,,Gresik,CDE LONG CHASSIS,Internal,Jawa TimurGresikCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C272,HCI,1/2/2025,PICKUP,W8551PV,Gresik,Jawa Timur,,,Customer,9,4.0,8,155000,445313,,Gresik,PICKUP EXTRA,Internal,Jawa TimurGresikPICKUP EXTRA,DALAM KOTA,,1,REGULAR,,
250102C282,HCI,1/2/2025,CDELC,W8907PS,Surabaya,Jawa Timur,,,Customer,12,5.62,13,127000,543747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C354,HCI,1/2/2025,CDELC,W8890NU,Surabaya,Jawa Timur,,,Customer,1,3.09,1,95000,391380,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250102D008,AHI,1/2/2025,FUSO,A8176XA,Surabaya,Jawa Timur,,,Store,70,34.0,1,174000,675479,,Surabaya,FUSO,Internal,Jawa TimurSurabayaFUSO,DALAM KOTA,,1,REGULAR,,
250102D012,AHI,1/2/2025,WINGBOX,B9059BEN,Surabaya,Jawa Timur,,,Store,98,39.48,1,207500,1027547,,Surabaya,WINGBOX,Internal,Jawa TimurSurabayaWINGBOX,DALAM KOTA,,1,REGULAR,,
250102D021,HCI,1/2/2025,CDDLC,W8850QD,Surabaya,Jawa Timur,,,Store,67,16.0,2,163000,638580,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D022,HCI,1/2/2025,CDELC,W8082QB,Surabaya,Jawa Timur,,,Store,11,1.86,3,177000,538330,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D023,HCI,1/2/2025,CDELC,W8847QD,Surabaya,Jawa Timur,,,Store,23,10.0,2,102500,420113,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D025,HCI,1/2/2025,CDDLC,W8342QA,Surabaya,Jawa Timur,,,Store,28,16.0,5,254000,615330,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D026,FBI,1/2/2025,PICKUP,W8819QB,Surabaya,Jawa Timur,,,Store,15,1.62,1,112500,385697,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102D027,FBI,1/2/2025,CDELC,W8555QC,Surabaya,Jawa Timur,,,Store,18,2.69,1,135000,512347,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D028,FBI,1/2/2025,PICKUP,W1345YH,Surabaya,Jawa Timur,,,Store,8,0.91,1,71500,356480,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102D063,AHI,1/2/2025,CDDLC,W8520QE,Surabaya,Jawa Timur,,,Store,1,1.1,1,130500,614980,,Surabaya,CDD LONG CHASSIS,Internal,Jawa TimurSurabayaCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D064,HCI,1/2/2025,CDDLC,W8342QA,Sidoarjo,Jawa Timur,,,Store,2,10.0,1,139500,500830,,Sidoarjo,CDD LONG CHASSIS,Internal,Jawa TimurSidoarjoCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102H016,HCI,1/2/2025,WINGBOX,B9057BEN,Malang,Jawa Timur,,,HUB,75,32.31,1,253000,772263,,Malang,WINGBOX,Internal,Jawa TimurMalangWINGBOX,LUAR KOTA,,1,REGULAR,,
250102H046,HCI,1/2/2025,WINGBOX,B9057BEN,Bali,Bali,,,HUB,70,36.52,1,2515600,3471823,,Bali,WINGBOX,Internal,BaliBaliWINGBOX,LUAR KOTA,,1,REGULAR,,
250102L006,HCI,1/2/2025,CDDLC,W8851QD,Jember,Jawa Timur,,,Store,16,7.59,8,509500,985080,,Jember,CDD LONG CHASSIS,Internal,Jawa TimurJemberCDD LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
250103C024,AHI,1/3/2025,CDELC,W8847QD,Surabaya,Jawa Timur,,,Customer,41,10.0,21,293500,611113,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C025,AHI,1/3/2025,CDELC,W8744PV,Surabaya,Jawa Timur,,,Customer,16,8.0,10,179500,596247,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C027,AHI,1/3/2025,CDELC,W8746PV,Surabaya,Jawa Timur,,,Customer,19,7.7,13,154000,570747,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C028,AHI,1/3/2025,CDELC,W8082QB,Surabaya,Jawa Timur,,,Customer,25,10.0,13,253500,757680,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C029,AHI,1/3/2025,PICKUP,W8819QB,Surabaya,Jawa Timur,,,Customer,12,3.0,5,216000,543913,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250103C030,AHI,1/3/2025,CDELC,W8518QE,Surabaya,Jawa Timur,,,Customer,14,6.76,8,145500,559147,,Surabaya,CDE LONG CHASSIS,Internal,Jawa TimurSurabayaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C031,AHI,1/3/2025,CDELC,W8081QB,Sidoarjo,Jawa Timur,,,Customer,33,10.0,19,210000,714180,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C032,HCI,1/3/2025,CDELC,W8519QE,Pasuruan,Jawa Timur,,,Customer,5,6.22,3,132000,571647,,Pasuruan,CDE LONG CHASSIS,Internal,Jawa TimurPasuruanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C073,AHI,1/3/2025,PICKUP,W8656QE,Surabaya,Jawa Timur,,,Customer,2,0.26,2,153500,482580,,Surabaya,MINI VAN BOX,Internal,Jawa TimurSurabayaMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250103C110,HCI,1/3/2025,CDELC,W8891NU,Sidoarjo,Jawa Timur,,,Customer,14,7.81,9,124500,487874,,Sidoarjo,CDE LONG CHASSIS,Internal,Jawa TimurSidoarjoCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
