LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,Capacity Armada,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250101C168,HCI,1/1/2025,CDELC,A8048ZX,Bekasi,Jabodetabek,,,Customer,26,8.83,,7,107912,768371,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C117,HCI,1/1/2025,CDELC,A8050ZX,Depok,Jabodetabek,,,Customer,3,1.37,,3,270792.0,907979,,Depok,CDE LONG CHASSIS,Internal,JabodetabekDepokCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101C022,HCI,1/1/2025,CONT-40,A8062VB,Tangerang,Jabodetabek,,,HUB,54,52.0,,3,684652.0,1460245,,Tangerang,CONT-40,Internal,JabodetabekTangerangCONT-40,DALAM KOTA,,1,REGULAR,,
250101H007,HCI,1/1/2025,CONT-40,A8063VB,Tangerang,Jabodetabek,,,HUB,69,52.0,,3,707872.0,1483465,,Tangerang,CONT-40,Internal,JabodetabekTangerangCONT-40,DALAM KOTA,,1,REGULAR,,
250101D005,HCI,1/1/2025,CDELC,A8076ZH,Jakarta Selatan,Jabodetabek,,,Store,9,10.0,,1,260294.0,723821,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101C118,HCI,1/1/2025,CDELC,A8078ZH,Jakarta Timur,Jabodetabek,,,Customer,7,4.63,,1,335282.0,1041169,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101C067,HCI,1/1/2025,CDELC,A8145ZH,Bogor,Jabodetabek,,,Customer,9,8.82,,8,382328.0,1088215,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C116,HCI,1/1/2025,CDELC,A8146ZH,Jakarta Selatan,Jabodetabek,,,Customer,5,5.64,,5,211392.0,917279,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101C111,HCI,1/1/2025,CDELC,A8150ZH,Bekasi,Jabodetabek,,,Customer,3,8.23,,3,215748,921635,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D027,HCI,1/1/2025,CDELC,A8159ZC,Tangerang,Jabodetabek,,,Store,24,5.18,,2,329038.0,754265,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D036,HCI,1/1/2025,CDELC,A8182ZV,Jakarta Selatan,Jabodetabek,,,Store,50,8.78,,1,182876.0,676069,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C068,HCI,1/1/2025,CDELC,A8185ZV,Bogor,Jabodetabek,,,Customer,23,9.71,,10,411248.0,1146801,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101H008,HCI,1/1/2025,FUSO,A8310YX,Tangerang,Jabodetabek,,,HUB,43,12.73,,4,389652.0,1005945,,Tangerang,FUSO,Internal,JabodetabekTangerangFUSO,DALAM KOTA,,1,REGULAR,,
250101H011,HCI,1/1/2025,FUSO,A8311YX,Jakarta Utara,Jabodetabek,,,HUB,35,13.01,,7,290940.0,907233,,Jakarta Utara,FUSO,Internal,JabodetabekJakarta UtaraFUSO,DALAM KOTA,,1,REGULAR,,
250101C178,HCI,1/1/2025,CDELC,A8339YX,Bekasi,Jabodetabek,,,Customer,9,3.56,,6,168332,806785,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C156,HCI,1/1/2025,CDELC,A8353YX,Karawang Selatan,Jabodetabek,,,Customer,7,8.05,,4,227728.0,866181,,Karawang Selatan,CDE LONG CHASSIS,Internal,JabodetabekKarawang SelatanCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
241231D035,HCI,1/1/2025,CDDLC,A8430XA,Jakarta Timur,Jabodetabek,,,Store,34,10.2,,1,243464.0,682057,,Jakarta Timur,CDD LONG CHASSIS,Internal,JabodetabekJakarta TimurCDD LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101C063,HCI,1/1/2025,CDELC,A8432XA,Jakarta Selatan,Jabodetabek,,,Customer,20,9.81,,14,181768.0,864755,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D034,HCI,1/1/2025,CDDLC,A8443ZY,Bekasi,Jabodetabek,,,Store,39,9.57,,1,100324,528534,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C173,HCI,1/1/2025,CDELC,A8450ZY,Tangerang,Jabodetabek,,,Customer,11,2.83,,7,198964.0,826436,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D028,HCI,1/1/2025,CDDLC,A8456XA,Jakarta Selatan,Jabodetabek,,,Store,17,8.4,,3,183084.0,621677,,Jakarta Selatan,CDD LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D036,HCI,1/1/2025,CDDLC,A8457XA,Karawang Selatan,Jabodetabek,,,Store,41,9.93,,1,122312.0,560905,,Karawang Selatan,CDD LONG CHASSIS,Internal,JabodetabekKarawang SelatanCDD LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101D026,HCI,1/1/2025,CDDLC,A8465VA,Tangerang,Jabodetabek,,,Store,18,7.19,,2,260516.0,699109,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C115,HCI,1/1/2025,CDELC,A8509XY,Karawang Selatan,Jabodetabek,,,Customer,3,5.48,,3,98172.0,735359,,Karawang Selatan,CDE LONG CHASSIS,Internal,JabodetabekKarawang SelatanCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101C071,HCI,1/1/2025,CDELC,A8517VB,Jakarta Timur,Jabodetabek,,,Customer,14,7.73,,11,238798.0,1009218,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D040,HCI,1/1/2025,CDDLC,A8518VB,Tangerang,Jabodetabek,,,Store,30,16.0,,1,288288.0,881115,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D031,HCI,1/1/2025,CDDLC,A8519VB,Bekasi,Jabodetabek,,,Store,35,9.43,,3,349510,929820,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C052,HCI,1/1/2025,CDDLC,A8520VB,Karawang Selatan,Jabodetabek,,,Customer,10,12.11,,11,240576.0,1075763,,Karawang Selatan,CDD LONG CHASSIS,Internal,JabodetabekKarawang SelatanCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C174,HCI,1/1/2025,CDELC,A8520XZ,Jakarta Pusat,Jabodetabek,,,Customer,5,2.26,,5,189224.0,825444,,Jakarta Pusat,CDE LONG CHASSIS,Internal,JabodetabekJakarta PusatCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D038,HCI,1/1/2025,CDELC,A8521VB,Bekasi,Jabodetabek,,,Store,62,10.0,,3,147028,675088,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C073,HCI,1/1/2025,CDELC,A8523VB,Jakarta Timur,Jabodetabek,,,Customer,9,7.81,,9,125416.0,895836,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101D031,HCI,1/1/2025,CDDLC,A8536XA,Tangerang,Jabodetabek,,,Store,33,6.38,,1,325498.0,764091,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C088,HCI,1/1/2025,CDELC,A8556VB,Jakarta Barat,Jabodetabek,,,Customer,12,5.0,,8,163396.0,852187,,Jakarta Barat,CDE LONG CHASSIS,Internal,JabodetabekJakarta BaratCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C053,HCI,1/1/2025,CDELC,A8557VB,Tangerang,Jabodetabek,,,Customer,10,8.58,,7,416274.0,1186694,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C104,HCI,1/1/2025,CDELC,A8559VB,Tangerang,Jabodetabek,,,Customer,16,4.77,,7,230452.0,1000872,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C055,HCI,1/1/2025,CDELC,A8560VB,Jakarta Barat,Jabodetabek,,,Customer,12,3.44,,8,165320.0,935740,,Jakarta Barat,CDE LONG CHASSIS,Internal,JabodetabekJakarta BaratCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C057,HCI,1/1/2025,CDELC,A8561VB,Jakarta Utara,Jabodetabek,,,Customer,12,4.22,,7,258716.0,1029136,,Jakarta Utara,CDE LONG CHASSIS,Internal,JabodetabekJakarta UtaraCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C056,HCI,1/1/2025,CDELC,A8562VB,Jakarta Barat,Jabodetabek,,,Customer,10,4.8,,10,225480.0,995900,,Jakarta Barat,CDE LONG CHASSIS,Internal,JabodetabekJakarta BaratCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C076,HCI,1/1/2025,CDELC,A8563VB,Bekasi,Jabodetabek,,,Customer,12,4.48,,11,122312,892732,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C113,HCI,1/1/2025,CDELC,A8567XY,Bekasi,Jabodetabek,,,Customer,6,4.26,,4,247952,885139,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101C089,HCI,1/1/2025,CDELC,A8606WX,Bekasi,Jabodetabek,,,Customer,15,6.15,,10,65676,706196,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D044,HCI,1/1/2025,CDELC,A8615XA,Jakarta Timur,Jabodetabek,,,Store,51,4.32,,2,158580.0,556740,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C054,HCI,1/1/2025,CDELC,A8616XA,Tangerang,Jabodetabek,,,Customer,7,8.72,,7,220860.0,861380,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C062,HCI,1/1/2025,CDELC,A8617XA,Jakarta Selatan,Jabodetabek,,,Customer,18,6.08,,10,208856.0,849376,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C171,HCI,1/1/2025,CDELC,A8622XA,Jakarta Selatan,Jabodetabek,,,Customer,5,6.82,,4,253936.0,894456,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D042,HCI,1/1/2025,CDELC,A8623XA,Jakarta Utara,Jabodetabek,,,Store,58,7.06,,2,206592.0,582495,,Jakarta Utara,CDE LONG CHASSIS,Internal,JabodetabekJakarta UtaraCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D060,HCI,1/1/2025,CDDLC,A8626VB,Tangerang,Jabodetabek,,,Store,17,13.03,,2,315700.0,908527,,Tangerang,CDD LONG CHASSIS,Internal,JabodetabekTangerangCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C069,HCI,1/1/2025,CDELC,A8633XZ,Bogor,Jabodetabek,,,Customer,28,7.84,,21,266026.0,909613,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C077,HCI,1/1/2025,CDELC,A8648XY,Bekasi,Jabodetabek,,,Customer,21,7.24,,12,128700,765887,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D037,HCI,1/1/2025,FUSO,A8664VA,Tangerang,Jabodetabek,,,Store,88,19.53,,1,325452.0,909179,,Tangerang,FUSO,Internal,JabodetabekTangerangFUSO,DALAM KOTA,,1,REGULAR,,
250101C087,HCI,1/1/2025,CDELC,A8689XA,Karawang Selatan,Jabodetabek,,,Customer,13,7.0,,8,152976.0,793929,,Karawang Selatan,CDE LONG CHASSIS,Internal,JabodetabekKarawang SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D039,HCI,1/1/2025,CDELC,A8692XA,Bogor,Jabodetabek,,,Store,60,10.0,,3,239968.0,638561,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C061,HCI,1/1/2025,CDELC,A8693XA,Jakarta Selatan,Jabodetabek,,,Customer,12,7.24,,11,188844.0,829797,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C080,HCI,1/1/2025,CDELC,A8699XZ,Bekasi,Jabodetabek,,,Customer,10,9.26,,10,138192,774412,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C058,HCI,1/1/2025,CDELC,A8714VB,Jakarta Pusat,Jabodetabek,,,Customer,6,5.53,,7,167880.0,938300,,Jakarta Pusat,CDELC,Internal,JabodetabekJakarta PusatCDELC,DALAM KOTA,,1,REGULAR,,
250101C059,HCI,1/1/2025,CDELC,A8715VB,Jakarta Selatan,Jabodetabek,,,Customer,11,6.54,,9,143896.0,914316,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C060,HCI,1/1/2025,CDELC,A8719VB,Jakarta Pusat,Jabodetabek,,,Customer,6,9.5,,6,176216.0,946636,,Jakarta Pusat,CDE LONG CHASSIS,Internal,JabodetabekJakarta PusatCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C074,HCI,1/1/2025,CDELC,A8723VB,Jakarta Timur,Jabodetabek,,,Customer,18,9.45,,11,207608.0,978028,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C079,HCI,1/1/2025,CDELC,A8746XA,Bekasi,Jabodetabek,,,Customer,9,6.11,,7,97752,738272,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C105,HCI,1/1/2025,CDELC,A8752XZ,Bogor,Jabodetabek,,,Customer,5,5.24,,3,209296.0,852883,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C065,HCI,1/1/2025,CDELC,A8753XZ,Jakarta Selatan,Jabodetabek,,,Customer,9,7.15,,8,198012.0,841599,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C066,HCI,1/1/2025,CDELC,A8873ZF,Depok,Jabodetabek,,,Customer,15,10.0,,12,349186.0,1055073,,Depok,CDE LONG CHASSIS,Internal,JabodetabekDepokCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C064,HCI,1/1/2025,CDELC,A8881ZF,Jakarta Selatan,Jabodetabek,,,Customer,28,9.7,,13,194264.0,900151,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C114,HCI,1/1/2025,CDDLC,A8882ZF,Jakarta Barat,Jabodetabek,,,Customer,4,4.84,,4,228920.0,979640,,Jakarta Barat,CDD LONG CHASSIS,Internal,JabodetabekJakarta BaratCDD LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
241231D040,HCI,1/1/2025,CDDLC,A8905XZ,Jakarta Barat,Jabodetabek,,,Store,48,8.91,,3,217808.0,637368,,Jakarta Barat,CDD LONG CHASSIS,Internal,JabodetabekJakarta BaratCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C152,HCI,1/1/2025,PICKUP,A8917WX,Bekasi,Jabodetabek,,,Customer,2,0.9,,2,105100,660453,,Bekasi,PICKUP,Internal,JabodetabekBekasiPICKUP,DALAM KOTA,,1,REGULAR,,
250101D039,HCI,1/1/2025,CDDLC,A8931XY,Bekasi,Jabodetabek,,,Store,4,11.37,,1,91748,523075,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101H018,HCI,1/1/2025,FUSO,A8935VA,Bogor,Jabodetabek,,,HUB,36,28.61,,2,315112.0,642814,,Bogor,FUSO,Internal,JabodetabekBogorFUSO,DALAM KOTA,,1,REGULAR,,
250101C070,HCI,1/1/2025,CDELC,A8965ZY,Bogor,Jabodetabek,,,Customer,27,9.51,,15,231528.0,869981,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C072,HCI,1/1/2025,CDELC,A8991ZD,Jakarta Timur,Jabodetabek,,,Customer,15,7.38,,12,131812.0,814799,,Jakarta Timur,CDE LONG CHASSIS,Internal,JabodetabekJakarta TimurCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C078,HCI,1/1/2025,CDELC,A8994ZD,Bekasi,Jabodetabek,,,Customer,23,10.0,,15,128132,568759,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D061,HCI,1/1/2025,CDELC,B9013SCF,Tangerang,Jabodetabek,,,Store,8,1.87,,1,210552.0,635779,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101H022,HCI,1/1/2025,WINGBOX,B9064BEN,Bandung,Jawa Barat,,,HUB,41,34.79,,1,1170500.0,1583724,,Bandung,WINGBOX,Internal,Jawa BaratBandungWINGBOX,LUAR KOTA,,1,REGULAR,,
250101H010,HCI,1/1/2025,WINGBOX,B9065BEN,Bogor,Jabodetabek,,,HUB,68,32.15,,2,356048.0,1199975,,Bogor,WINGBOX,Internal,JabodetabekBogorWINGBOX,DALAM KOTA,,1,REGULAR,,
250101H009,HCI,1/1/2025,WINGBOX,B9066BEN,Bogor,Jabodetabek,,,HUB,55,33.08,,1,317968.0,1161895,,Bogor,WINGBOX,Internal,JabodetabekBogorWINGBOX,DALAM KOTA,,1,REGULAR,,
250101H042,HCI,1/1/2025,WINGBOX,B9070BEN,Bandung,Jawa Barat,,,HUB,49,37.02,,1,1157500.0,1570724,,Bandung,WINGBOX,Internal,Jawa BaratBandungWINGBOX,LUAR KOTA,,1,REGULAR,,
250101H023,HCI,1/1/2025,WINGBOX,B9072BEN,Bandung,Jawa Barat,,,HUB,57,35.55,,1,1149000.0,1992927,,Bandung,WINGBOX,Internal,Jawa BaratBandungWINGBOX,LUAR KOTA,,1,REGULAR,,
250101C075,HCI,1/1/2025,CDELC,B9800SCF,Bekasi,Jabodetabek,,,Customer,10,4.88,,10,176552,859539,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D043,HCI,1/1/2025,CDELC,B9943SCF,Tangerang,Jabodetabek,,,Store,39,10.0,,3,447836.0,888463,,Tangerang,CDE LONG CHASSIS,Internal,JabodetabekTangerangCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231D041,HCI,1/1/2025,CDDLC,D8099FJ,Jakarta Timur,Jabodetabek,,,Store,32,13.62,,2,133912.0,642272,,Jakarta Timur,CDD LONG CHASSIS,Internal,JabodetabekJakarta TimurCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C157,HCI,1/2/2025,CDELC,A8050ZX,Bekasi,Jabodetabek,,,Customer,3,7.13,,3,255684,892871,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C203,HCI,1/2/2025,PICKUP,A8051XA,Bogor,Jabodetabek,,,Customer,1,0.09,,1,214900.0,762685,,Bogor,PICKUP,Internal,JabodetabekBogorPICKUP,DALAM KOTA,,1,REGULAR,,
250102H006,HCI,1/2/2025,CONT-40,A8062VB,Tangerang,Jabodetabek,,,HUB,70,41.16,,3,596964.0,1372557,,Tangerang,CONT-40,Internal,JabodetabekTangerangCONT-40,DALAM KOTA,,1,REGULAR,,
250102H007,HCI,1/2/2025,CONT-40,A8063VB,Tangerang,Jabodetabek,,,HUB,64,48.04,,5,536504.0,1312097,,Tangerang,CONT-40,Internal,JabodetabekTangerangCONT-40,DALAM KOTA,,1,REGULAR,,
250102C093,HCI,1/2/2025,CDELC,A8076ZH,Jakarta Selatan,Jabodetabek,,,Customer,8,7.98,,8,274456.0,980343,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C114,HCI,1/2/2025,CDELC,A8078ZH,Bekasi,Jabodetabek,,,Customer,13,5.49,,11,90408,796295,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C099,HCI,1/2/2025,CDELC,A8145ZH,Depok,Jabodetabek,,,Customer,10,5.08,,11,414152.0,1120039,,Depok,CDE LONG CHASSIS,Internal,JabodetabekDepokCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C148,HCI,1/2/2025,CDELC,A8150ZH,Jakarta Pusat,Jabodetabek,,,Customer,1,4.83,,3,121000.0,826887,,Jakarta Pusat,CDE LONG CHASSIS,Internal,JabodetabekJakarta PusatCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C115,HCI,1/2/2025,CDELC,A8182ZV,Bekasi,Jabodetabek,,,Customer,8,10.0,,8,139048,874601,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C100,HCI,1/2/2025,CDELC,A8185ZV,Bogor,Jabodetabek,,,Customer,7,2.53,,7,387080.0,1122633,,Bogor,CDE LONG CHASSIS,Internal,JabodetabekBogorCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102H009,HCI,1/2/2025,FUSO,A8310YX,Bogor,Jabodetabek,,,HUB,40,28.76,,2,342552.0,958845,,Bogor,FUSO,Internal,JabodetabekBogorFUSO,DALAM KOTA,,1,REGULAR,,
250101D029,HCI,1/2/2025,FUSO,A8311YX,Tangerang,Jabodetabek,,,Store,31,14.88,,1,404748.0,1021041,,Tangerang,FUSO,Internal,JabodetabekTangerangFUSO,DALAM KOTA,,1,REGULAR,,
250102C118,HCI,1/2/2025,CDELC,A8339ZS,Karawang Utara,Jabodetabek,,,Customer,5,6.59,,5,153724.0,904044,,Karawang Utara,CDE PICK UP,Internal,JabodetabekKarawang UtaraCDE PICK UP,DALAM KOTA,,1,REGULAR,,
250102C108,HCI,1/2/2025,CDELC,A8353YX,Bekasi,Jabodetabek,,,Customer,11,8.01,,10,155068,793521,,Bekasi,CDE LONG CHASSIS,Internal,JabodetabekBekasiCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C169,HCI,1/2/2025,CDDLC,A8430XA,Karawang Selatan,Jabodetabek,,,Customer,21,6.61,,16,217428.0,898381,,Karawang Selatan,CDD LONG CHASSIS,Internal,JabodetabekKarawang SelatanCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C092,HCI,1/2/2025,CDELC,A8432XA,Jakarta Selatan,Jabodetabek,,,Customer,8,6.57,,7,198400.0,881387,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C081,HCI,1/2/2025,CDDLC,A8443ZY,Bekasi,Jabodetabek,,,Customer,9,8.89,,18,79040,749610,,Bekasi,CDD LONG CHASSIS,Internal,JabodetabekBekasiCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C166,HCI,1/2/2025,CDELC,A8450ZY,Jakarta Selatan,Jabodetabek,,,Customer,7,5.69,,8,169208.0,796680,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250102C080,HCI,1/2/2025,CDDLC,A8457XA,Bogor,Jabodetabek,,,Customer,20,9.61,,16,347084.0,1028037,,Bogor,CDD LONG CHASSIS,Internal,JabodetabekBogorCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C205,HCI,1/2/2025,CDDLC,A8465VA,Bogor,Jabodetabek,,,Customer,6,11.4,,6,520988.0,1201941,,Bogor,CDD LONG CHASSIS,Internal,JabodetabekBogorCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C150,HCI,1/2/2025,CDELC,A8509XY,Jakarta Selatan,Jabodetabek,,,Customer,3,5.94,,4,175196.0,812383,,Jakarta Selatan,CDE LONG CHASSIS,Internal,JabodetabekJakarta SelatanCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C084,HCI,1/2/2025,CDELC,A8517VB,Jakarta Barat,Jabodetabek,,,Customer,8,7.24,,8,214024.0,984444,,Jakarta Barat,CDE LONG CHASSIS,Internal,JabodetabekJakarta BaratCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C079,HCI,1/2/2025,CDDLC,A8518VB,Bogor,Jabodetabek,,,Customer,23,15.37,,18,270544.0,1105731,,Bogor,CDD LONG CHASSIS,Internal,JabodetabekBogorCDD LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C068,HCI,1/2/2025,CDDLC,A8519VB,Cilegon,Banten,,,Customer,5,10.96,,4,781496.0,1604166,,Cilegon,CDD LONG CHASSIS,Internal,BantenCilegonCDD LONG CHASSIS,LUAR KOTA,,1,REGULAR,,
