LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250101C009,AHI,1/1/2025,CDELC,DD8633RG,Makassar,Sulawesi Selatan,,,Customer,24,5.49,31,420000,848311,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231C009,HCI,1/1/2025,CDELC,A8997ZD,Makassar,Sulawesi Selatan,,,Customer,17,8.54,14,179000,727678,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C003,HCI,1/1/2025,CDELC,DD8165UE,Makassar,Sulawesi Selatan,,,Customer,18,9.31,16,373000,1002378,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231C018,HCI,1/1/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,5,10.0,5,,578244,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250101C010,HCI,1/1/2025,CDELC,DD8213RV,Makassar,Sulawesi Selatan,,,Customer,4,8.0,3,,512878,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250101C005,HCI,1/1/2025,CDELC,DD8986RG,Gowa,Sulawesi Selatan,,,Customer,10,4.56,19,,452878,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C007,HCI,1/1/2025,CDELC,DD8634RG,Takalar,Sulawesi Selatan,,,Customer,11,10.0,9,164628,719972,,Takalar,CDE LONG CHASSIS,Internal,Sulawesi SelatanTakalarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231C022,HCI,1/1/2025,CDELC,DD8173RV,Makassar,Sulawesi Selatan,,,Customer,4,8.0,3,,431861,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
241231C026,HCI,1/1/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Customer,9,3.0,7,4000,413044,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,NON REGULAR,,
250101C006,HCI,1/1/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Customer,5,3.0,4,4000,413044,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
241231C004,HCI,1/1/2025,CDELC,DD8212RV,Maros,Sulawesi Selatan,,,Customer,12,7.63,9,,512878,,Maros,CDE,Internal,Sulawesi SelatanMarosCDE,DALAM KOTA,,1,REGULAR,,
241231C024,HCI,1/1/2025,CDELC,DD8256RV,Makassar,Sulawesi Selatan,,,Customer,7,6.8,4,408000,918811,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
241231C008,HCI,1/1/2025,CDELC,DD8987RG,Gowa,Sulawesi Selatan,,,Customer,10,3.61,10,154360,709704,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231C025,HCI,1/1/2025,CDELC,DD8336RV,Makassar,Sulawesi Selatan,,,Customer,5,8.0,5,,431644,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250101C008,AHI,1/1/2025,PICKUP,DD8233RV,Makassar,Sulawesi Selatan,,,Customer,13,2.79,11,21500,451550,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250101C002,HCI,1/1/2025,CDELC,DD8173RV,Makassar,Sulawesi Selatan,,,Customer,12,8.0,12,10500,442361,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250101C004,HCI,1/1/2025,CDELC,A8609ZF,Gowa,Sulawesi Selatan,,,Customer,15,9.0,16,,571578,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C170,HCI,1/1/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,2,2.0,2,35000,413536,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
241231C270,HCI,1/1/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Customer,5,13.0,1,49000,531294,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
241231C013,HCI,1/1/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,7,3.0,7,,378536,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
241231C006,HCI,1/1/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,24,7.36,19,0,506644,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250101C001,HCI,1/1/2025,CDELC,DD8336RV,Maros,Sulawesi Selatan,,,Customer,12,5.17,8,127000,558644,,Maros,CDE,Internal,Sulawesi SelatanMarosCDE,DALAM KOTA,,1,REGULAR,,
241227D018,AHI,1/1/2025,CDELC,A8550VX,Gowa,Sulawesi Selatan,,,Store,144,8.0,4,,331005,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
241230D018,HCI,1/1/2025,CDD,DD8283SY,Makassar,Sulawesi Selatan,,,Store,86,13.0,2,,403572,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
241231T048,AHI,1/1/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Store,1,8.0,1,20000,357672,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250101D037,AHI,1/1/2025,CDELC,DD8986RG,Makassar,Sulawesi Selatan,,,Store,181,10.0,5,,277672,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101T029,AHI,1/1/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Store,194,13.0,1,,307089,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,Dalam Kota,,1,REGULAR,,
250102C012,HCI,1/2/2025,CDD,DD8283SY,Makassar,Sulawesi Selatan,,,Customer,41,11.44,29,,578778,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
241230C263,HCI,1/2/2025,CDELC,DD8212RV,Makassar,Sulawesi Selatan,,,Customer,4,3.02,4,93992,606870,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250102C010,AHI,1/2/2025,CDELC,DD8633RG,Makassar,Sulawesi Selatan,,,Customer,23,4.63,23,24500,579844,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C182,HCI,1/2/2025,CDELC,DD8634RG,Maros,Sulawesi Selatan,,,Customer,4,9.2,5,4500,423222,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250102C075,HCI,1/2/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Customer,5,12.7,2,,482294,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,NON REGULAR,,
241231C021,HCI,1/2/2025,CDELC,A8609ZF,Makassar,Sulawesi Selatan,,,Customer,3,4.07,4,282336,743330,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250102C008,HCI,1/2/2025,CDELC,DD8213RV,Makassar,Sulawesi Selatan,,,Customer,12,7.51,14,,431644,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250102C014,HCI,1/2/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Customer,2,1.5,2,,389500,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102C187,HCI,1/2/2025,CDELC,DD8173RV,Gowa,Sulawesi Selatan,,,Customer,7,8.0,7,0,431861,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,NON REGULAR,,
250102C197,AHI,1/2/2025,CDELC,DD8173RV,Makassar,Sulawesi Selatan,,,Customer,28,8.0,25,0,431861,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250102C188,HCI,1/2/2025,PICKUP,DD8233RV,Takalar,Sulawesi Selatan,,,Customer,5,3.0,5,343000,719957,,Takalar,MINI VAN BOX,Internal,Sulawesi SelatanTakalarMINI VAN BOX,DALAM KOTA,,1,NON REGULAR,,
241231C019,HCI,1/2/2025,CDELC,DD8256RV,Makassar,Sulawesi Selatan,,,Customer,5,8.0,4,100000,530611,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250102C006,HCI,1/2/2025,CDELC,DD8256RV,Gowa,Sulawesi Selatan,,,Customer,11,7.72,12,,430611,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
250102C003,HCI,1/2/2025,CDELC,A8997ZD,Maros,Sulawesi Selatan,,,Customer,10,5.57,15,32000,481544,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C262,HCI,1/2/2025,CDELC,DD8986RG,Makassar,Sulawesi Selatan,,,Customer,24,9.42,13,0,555344,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241230C027,HCI,1/2/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,9,7.45,7,5000,433528,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250102C189,HCI,1/2/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Customer,13,12.76,7,384812,867106,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,NON REGULAR,,
250101C013,HCI,1/2/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Customer,3,8.0,3,,404566,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250101C014,AHI,1/2/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Customer,9,2.47,7,,404566,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250102C184,HCI,1/2/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Customer,4,6.12,4,,404566,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
241230C173,HCI,1/2/2025,CDELC,A8997ZD,Makassar,Sulawesi Selatan,,,Customer,10,3.94,11,4500,454044,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231C189,HCI,1/2/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,3,3.0,2,,406661,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
241230C016,HCI,1/2/2025,CDELC,DD8165UE,Makassar,Sulawesi Selatan,,,Customer,3,10.0,2,,489894,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250102C007,HCI,1/2/2025,CDELC,DD8336RV,Gowa,Sulawesi Selatan,,,Customer,23,6.73,21,,512878,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
250102C009,HCI,1/2/2025,CDELC,A8550VX,Takalar,Sulawesi Selatan,,,Customer,8,5.86,14,,428311,,Takalar,CDE,Internal,Sulawesi SelatanTakalarCDE,DALAM KOTA,,1,REGULAR,,
250102C352,HCI,1/2/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Customer,8,3.0,3,,389500,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250102C295,HCI,1/2/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,3,0.52,3,,406661,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
250102C011,AHI,1/2/2025,CDELC,DD8987RG,Makassar,Sulawesi Selatan,,,Customer,23,8.33,21,,555344,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231C234,HCI,1/2/2025,PICKUP,DD8233RV,Makassar,Sulawesi Selatan,,,Customer,10,1.95,4,24500,226252,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250101C011,HCI,1/2/2025,CDELC,DD8634RG,Makassar,Sulawesi Selatan,,,Customer,42,9.64,2,,243517,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250101C012,HCI,1/2/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,64,10.0,2,,289122,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C016,HCI,1/2/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,55,8.62,2,,289122,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C017,HCI,1/2/2025,CDELC,DD8165UE,Makassar,Sulawesi Selatan,,,Customer,49,10.0,3,20000,334689,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C179,HCI,1/2/2025,PICKUP,DD8233RV,Makassar,Sulawesi Selatan,,,Customer,2,3.0,1,,201752,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,NON REGULAR,,
241231D008,AHI,1/2/2025,CDELC,DD8213RV,Gowa,Sulawesi Selatan,,,Store,69,8.0,2,5000,261439,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,REGULAR,,
241231T002,AHI,1/2/2025,CDELC,DD8634RG,Makassar,Sulawesi Selatan,,,Store,82,10.0,2,9000,252517,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241231T003,AHI,1/2/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Store,80,8.0,3,,253322,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
241231T005,AHI,1/2/2025,CDELC,A8550VX,Makassar,Sulawesi Selatan,,,Store,165,8.0,4,4000,257105,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250102D015,HCI,1/2/2025,CDELC,A8609ZF,Gowa,Sulawesi Selatan,,,Store,45,10.0,1,,285789,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D055,FBI,1/2/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Store,11,3.0,4,35500,249794,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250103C183,HCI,1/3/2025,CDELC,DD8212RV,Makassar,Sulawesi Selatan,,,Customer,7,7.91,6,0,431644,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250103C009,HCI,1/3/2025,CDELC,A8348VA,Takalar,Sulawesi Selatan,,,Customer,15,6.44,16,0,428528,,Takalar,CDE,Internal,Sulawesi SelatanTakalarCDE,DALAM KOTA,,1,REGULAR,,
250103C006,HCI,1/3/2025,CDELC,DD8634RG,Gowa,Sulawesi Selatan,,,Customer,13,5.29,17,,452878,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C004,HCI,1/3/2025,CDELC,DD8212RV,Makassar,Sulawesi Selatan,,,Customer,37,8.0,17,10500,442144,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250103C308,AHI,1/3/2025,CDELC,DD8633RG,Makassar,Sulawesi Selatan,,,Customer,1,0.28,3,0,452878,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C007,HCI,1/3/2025,CDELC,A8609ZF,Gowa,Sulawesi Selatan,,,Customer,17,7.79,17,,460994,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C018,HCI,1/3/2025,CDELC,DD8633RG,Makassar,Sulawesi Selatan,,,Customer,7,10.0,4,303580,756458,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250103C014,HCI,1/3/2025,PICKUP,DD8199SJ,Makassar,Sulawesi Selatan,,,Customer,6,3.0,6,315000,777911,,Makassar,PICKUP,Internal,Sulawesi SelatanMakassarPICKUP,DALAM KOTA,,1,REGULAR,,
241230C264,HCI,1/3/2025,PICKUP,DD8797SZ,Makassar,Sulawesi Selatan,,,Customer,16,2.57,8,4000,471678,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250103C013,HCI,1/3/2025,CDELC,A8348VA,Makassar,Sulawesi Selatan,,,Customer,14,6.97,13,27000,455528,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250103C008,HCI,1/3/2025,CDELC,DD8256RV,Makassar,Sulawesi Selatan,,,Customer,16,8.0,13,,510811,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250103C051,HCI,1/3/2025,CDELC,DD8987RG,Makassar,Sulawesi Selatan,,,Customer,4,10.0,2,,452878,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250102C287,HCI,1/3/2025,CDELC,DD8173RV,Makassar,Sulawesi Selatan,,,Customer,7,5.39,7,,431861,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250102C186,HCI,1/3/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Customer,4,8.0,4,,431644,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250102C196,HCI,1/3/2025,CDELC,DD8336RV,Makassar,Sulawesi Selatan,,,Customer,7,4.45,3,37500,550378,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250102C072,HCI,1/3/2025,CDELC,DD8634RG,Makassar,Sulawesi Selatan,,,Customer,5,10.0,2,,452878,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250102C013,HCI,1/3/2025,CDD,DD8632RG,Makassar,Sulawesi Selatan,,,Customer,15,7.83,8,39500,653678,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
250103C068,HCI,1/3/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,7,10.0,3,0,426355,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250103C003,HCI,1/3/2025,CDELC,DD8987RG,Maros,Sulawesi Selatan,,,Customer,15,7.77,13,26000,478878,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102C291,HCI,1/3/2025,PICKUP,DD8233RV,Makassar,Sulawesi Selatan,,,Customer,12,2.71,6,,390230,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250103C004,HCI,1/3/2025,CDELC,DD8337RV,Makassar,Sulawesi Selatan,,,Customer,21,7.66,17,7000,438644,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250103C011,AHI,1/3/2025,CDELC,DD8165UE,Makassar,Sulawesi Selatan,,,Customer,23,6.71,23,16500,645878,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C066,HCI,1/3/2025,CDELC,A8550VX,Makassar,Sulawesi Selatan,,,Customer,10,5.98,8,389776,818087,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250103C178,HCI,1/3/2025,CDELC,A8550VX,Gowa,Sulawesi Selatan,,,Customer,7,8.0,7,10500,438811,,Gowa,CDE,Internal,Sulawesi SelatanGowaCDE,DALAM KOTA,,1,NON REGULAR,,
250103C230,HCI,1/3/2025,CDELC,A8997ZD,Maros,Sulawesi Selatan,,,Customer,11,4.78,7,42000,491544,,Maros,CDE LONG CHASSIS,Internal,Sulawesi SelatanMarosCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C010,AHI,1/3/2025,CDELC,DD8213RV,Makassar,Sulawesi Selatan,,,Customer,25,6.26,23,,512878,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250102C301,AHI,1/3/2025,PICKUP,DD8233RV,Makassar,Sulawesi Selatan,,,Customer,3,2.19,4,,390230,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250103C016,HCI,1/3/2025,CDELC,DD8986RG,Gowa,Sulawesi Selatan,,,Customer,44,8.77,8,20000,297672,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D013,HCI,1/3/2025,CDELC,DD8986RG,Makassar,Sulawesi Selatan,,,Store,68,10.0,2,20000,297672,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
241229D052,AHI,1/3/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Store,122,10.0,4,400000,651150,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103D071,AHI,1/3/2025,CDD,DD8283SY,Makassar,Sulawesi Selatan,,,Store,4,12.2,4,,403572,,Makassar,CDD,Internal,Sulawesi SelatanMakassarCDD,DALAM KOTA,,1,REGULAR,,
250103T024,AHI,1/3/2025,CDELC,A8997ZD,Makassar,Sulawesi Selatan,,,Store,2,10.0,1,38000,312339,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250102D015,HCI,1/3/2025,CDELC,A8609ZF,Gowa,Sulawesi Selatan,,,Store,45,10.0,2,,285789,,Gowa,CDE LONG CHASSIS,Internal,Sulawesi SelatanGowaCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103D068,FBI,1/3/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Store,31,3.34,5,21500,272650,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103T006,AHI,1/3/2025,CDELC,DD8173RV,Makassar,Sulawesi Selatan,,,Store,8,8.0,2,6000,262655,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,REGULAR,,
250104C088,AHI,1/4/2025,CDELC,A8997ZD,Makassar,Sulawesi Selatan,,,Customer,25,9.83,23,388000,936678,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C026,HCI,1/4/2025,CDELC,DD8213RV,Makassar,Sulawesi Selatan,,,Customer,4,8.0,3,,431644,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250103C012,HCI,1/4/2025,CDELC,A8609ZF,Makassar,Sulawesi Selatan,,,Customer,19,5.67,12,,460994,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250104C251,HCI,1/4/2025,PICKUP,DD8233RV,Makassar,Sulawesi Selatan,,,Customer,3,0.55,3,,376957,,Makassar,MINI VAN BOX,Internal,Sulawesi SelatanMakassarMINI VAN BOX,DALAM KOTA,,1,REGULAR,,
250103C177,HCI,1/4/2025,CDELC,DD8173RV,Makassar,Sulawesi Selatan,,,Customer,7,7.97,5,0,431861,,Makassar,CDE,Internal,Sulawesi SelatanMakassarCDE,DALAM KOTA,,1,NON REGULAR,,
250103C023,HCI,1/4/2025,CDELC,DD8987RG,Makassar,Sulawesi Selatan,,,Customer,3,8.84,3,363790,816668,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250104C092,HCI,1/4/2025,CDELC,DD8987RG,Makassar,Sulawesi Selatan,,,Customer,18,9.03,15,0,452878,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
250103C021,HCI,1/4/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,2,10.0,1,130000,594328,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,NON REGULAR,,
250104C044,HCI,1/4/2025,CDELC,DD8705RM,Makassar,Sulawesi Selatan,,,Customer,18,7.58,17,16500,480828,,Makassar,CDE LONG CHASSIS,Internal,Sulawesi SelatanMakassarCDE LONG CHASSIS,DALAM KOTA,,1,REGULAR,,
