LC,OWNER,Delivery Date,Type Armada,Nopol,Jalur,Area,Fuel's Type,Qty Fuel,Type Delivery,DO,CBM,Capacity Armada,DP,UJP,Total Cost,Pulau,Destination,Jenis Armada,Type,Key,Shipment Area,Cost Ext,Month,Kategori,Gap Cost Int - Ext,% Saving
250102D008,KLS,1/2/2025,CDELC,A8434WX,Jakarta,Jabodetabek,,,Store,12,8.0,,10,128500,745094,,Jakarta,CDELC,,,,,1,REGULAR,,
250102D001,KLS,1/2/2025,CDELC,A8046ZX,Bekasi,Jabodetabek,,,Store,12,0.96,,8,131020,768207,,Bekasi,CDELC,,,,,1,REGULAR,,
250102C007,KLS,1/2/2025,CDELC,A8048ZX,Cikarang,Jabodetabek,,,Customer,4,0.49,,4,54604,691791,,Cikarang,CDELC,,,,,1,REGULAR,,
250102C003,KLS,1/2/2025,PICKUP,B9320SCE,Jakarta,Jabodetabek,,,Customer,5,1.12,,4,194200,765060,,Jakarta,PICKUP,,,,,1,REGULAR,,
250102D003,KLS,1/2/2025,PICKUP,B9642SCE,Bogor,Jabodetabek,,,Store,6,0.8,,5,335600,913087,,Bogor,PICKUP,,,,,1,REGULAR,,
250102C002,KLS,1/2/2025,CDELC,A8098ZH,Purwakarta,Jawa Barat,,,Customer,12,0.55,,6,213748,919635,,Purwakarta,CDELC,,,,,1,REGULAR,,
250102D014,KLS,1/2/2025,CDELC,A8537ZF,Tangerang,Jabodetabek,,,Store,11,0.53,,9,184500,779820,,Tangerang,CDELC,,,,,1,REGULAR,,
250102D009,KLS,1/2/2025,CDELC,A8721VB,Jakarta,Jabodetabek,,,Store,10,11.0,,9,148000,918420,,Jakarta,CDELC,,,,,1,REGULAR,,
250102D007,KLS,1/2/2025,CDELC,A8816YX,Jakarta,Jabodetabek,,,Store,9,2.83,,6,114500,678187,,Jakarta,CDELC,,,,,1,REGULAR,,
250102D004,KLS,1/2/2025,CDELC,A8002XW,Cikarang,Jabodetabek,,,Store,8,11.0,,7,122992,760179,,Cikarang,CDELC,,,,,1,REGULAR,,
250102D015,KLS,1/2/2025,CDELC,A8757VB,Tangerang,Jabodetabek,,,Store,9,0.59,,7,179000,949420,,Tangerang,CDELC,,,,,1,REGULAR,,
250102D006,KLS,1/2/2025,CDELC,A8503ZX,Depok,Jabodetabek,,,Store,9,0.41,,6,323216,960403,,Depok,CDELC,,,,,1,REGULAR,,
250102D013,KLS,1/2/2025,CDELC,A8481ZH,Tangerang,Jabodetabek,,,Store,8,0.56,,7,185500,891387,,Tangerang,CDELC,,,,,1,REGULAR,,
250102D011,KLS,1/2/2025,CDELC,A8382WX,Jakarta,Jabodetabek,,,Store,5,8.0,,9,103500,720094,,Jakarta,CDELC,,,,,1,REGULAR,,
250101L001,KLS,1/2/2025,CDDLC,A8976XY,Bandung,Jawa Barat,,,Store,1,16.0,,1,835500,1266827,,Bandung,CDDLC,,,,,1,REGULAR,,
250101L005,KLS,1/2/2025,CDELC,A8432ZS,Sukabumi,Jawa Barat,,,Store,10,1.01,,1,501686,1001096,,Sukabumi,CDELC,,,,,1,REGULAR,,
250102C004,KLS,1/2/2025,PICKUP,A8236VX,Bogor,Jabodetabek,,,Customer,4,0.31,,3,194800,515435,,Bogor,PICKUP,,,,,1,REGULAR,,
250102D002,KLS,1/2/2025,PICKUP,A8001XW,Bogor,Jabodetabek,,,Store,7,0.52,,6,207500,523960,,Bogor,PICKUP,,,,,1,REGULAR,,
250102D010,KLS,1/2/2025,PICKUP,A8553VB,Jakarta,Jabodetabek,,,Store,7,5.0,,7,163000,536760,,Jakarta,PICKUP,,,,,1,REGULAR,,
250102D012,KLS,1/2/2025,PICKUP,A8876ZX,Jakarta,Jabodetabek,,,Store,8,0.48,,6,163700,468136,,Jakarta,PICKUP,,,,,1,REGULAR,,
250102D005,KLS,1/2/2025,CDELC,A8759VB,Serang,Banten,,,Store,,11.0,,6,317000,1087420,,Serang,CDELC,,,,,1,REGULAR,,
250103C010,KLS,1/3/2025,CDELC,A8481ZH,Tangerang,Jabodetabek,,,Customer,9,1.03,,4,160000,865887,,Tangerang,CDELC,,,,,1,REGULAR,,
250103C008,KLS,1/3/2025,PICKUP,A8437ZH,Jakarta,Jabodetabek,,,Customer,6,1.03,,3,126000,721320,,Jakarta,PICKUP,,,,,1,REGULAR,,
250103C027,KLS,1/3/2025,CDELC,A8048ZX,Subang,Jawa Barat,,,Customer,3,0.51,,3,416336,1053523,,Subang,CDELC,,,,,1,REGULAR,,
250103C013,KLS,1/3/2025,PICKUP,A8721ZV,Bekasi,Jabodetabek,,,Customer,14,1.14,,13,194400,784953,,Bekasi,PICKUP,,,,,1,REGULAR,,
250103C021,KLS,1/3/2025,CDELC,A8382WX,Tangerang,Jabodetabek,,,Customer,2,0.4,,4,131500,748094,,Tangerang,CDELC,,,,,1,REGULAR,,
250103C003,KLS,1/3/2025,CDDLC,A8929XY,Cikarang,Jabodetabek,,,Customer,22,1.27,,9,119272,792959,,Cikarang,CDDLC,,,,,1,REGULAR,,
250103C028,KLS,1/3/2025,CDELC,A8434WX,Tangerang,Jabodetabek,,,Customer,2,0.32,,4,132500,749094,,Tangerang,CDELC,,,,,1,REGULAR,,
250103C001,KLS,1/3/2025,CDDLC,A8384WX,Bekasi,Jabodetabek,,,Customer,10,3.47,,7,145352,807764,,Bekasi,CDDLC,,,,,1,REGULAR,,
250103C023,KLS,1/3/2025,PICKUP,A8537ZF,Tangerang,Jabodetabek,,,Customer,9,3.36,,5,125000,720320,,Tangerang,PICKUP,,,,,1,REGULAR,,
250102C006,KLS,1/3/2025,CDDLC,B9328HH,Jakarta,Jabodetabek,,,Customer,2,12.0,,1,241732,661784,,Jakarta,CDDLC,,,,,1,REGULAR,,
250103C002,KLS,1/3/2025,PICKUP,A8553VB,Bogor,Jabodetabek,,,Customer,11,1.4,,4,278800,652560,,Bogor,PICKUP,,,,,1,REGULAR,,
250103C006,KLS,1/3/2025,PICKUP,A8876ZX,Depok,Jabodetabek,,,Customer,3,5.0,,1,236900,541336,,Depok,PICKUP,,,,,1,REGULAR,,
250103C007,KLS,1/3/2025,CDDLC,A8976XY,Jakarta,Jabodetabek,,,Customer,19,0.6,,1,227476,658803,,Jakarta,CDDLC,,,,,1,REGULAR,,
250103C009,KLS,1/3/2025,CDELC,A8503ZX,Purwakarta,Jawa Barat,,,Customer,22,2.33,,5,304896,699723,,Purwakarta,CDELC,,,,,1,REGULAR,,
250103C017,KLS,1/3/2025,PICKUP,A8001XW,Jakarta,Jabodetabek,,,Customer,4,2.05,,6,196600,513060,,Jakarta,PICKUP,,,,,1,REGULAR,,
250103C018,KLS,1/3/2025,CDELC,A8159ZC,Jakarta,Jabodetabek,,,Customer,4,11.0,,2,331128,756355,,Jakarta,CDELC,,,,,1,REGULAR,,
250103C025,KLS,1/3/2025,CDELC,A8432ZS,Jakarta,Jabodetabek,,,Customer,4,11.0,,2,170836,670246,,Jakarta,CDELC,,,,,1,REGULAR,,
250103C031,KLS,1/3/2025,PICKUP,B9320SCE,Tangerang,Jabodetabek,,,Customer,1,2.2,,1,302100,630600,,Tangerang,PICKUP,,,,,1,REGULAR,,
250103C032,KLS,1/3/2025,CDELC,A8046ZX,Jakarta,Jabodetabek,,,Customer,,11.0,,1,260000,654827,,Jakarta,CDELC,,,,,1,REGULAR,,
250103C034,KLS,1/3/2025,PICKUP,A8236VX,Cikarang,Jabodetabek,,,Customer,15,5.0,,3,162600,483235,,Cikarang,PICKUP,,,,,1,REGULAR,,
250103C004,KLS,1/3/2025,CDELC,A8759VB,Serang,Banten,,,Customer,,11.0,,4,337500,1107920,,Serang,CDELC,,,,,1,REGULAR,,
250104C001,KLS,1/4/2025,PICKUP,A8001XW,Bogor,Jabodetabek,,,Customer,14,1.36,,4,314200,873020,,Bogor,PICKUP,,,,,1,REGULAR,,
250103C011,KLS,1/4/2025,CDELC,A8503ZX,Bekasi,Jabodetabek,,,Customer,27,4.89,,8,136072,773259,,Bekasi,CDELC,,,,,1,REGULAR,,
250104C003,KLS,1/4/2025,PICKUP,A8876ZX,Depok,Jabodetabek,,,Customer,16,2.03,,6,343100,889896,,Depok,PICKUP,,,,,1,REGULAR,,
250104C005,KLS,1/4/2025,PICKUP,A8318ZA,Jakarta,Jabodetabek,,,Customer,7,0.53,,6,203900,774893,,Jakarta,PICKUP,,,,,1,REGULAR,,
250103C012,KLS,1/4/2025,PICKUP,B9706BN,Bogor,Jabodetabek,,,Customer,7,0.56,,4,192900,741697,,Bogor,PICKUP,,,,,1,REGULAR,,
250104C002,KLS,1/4/2025,PICKUP,B9320SCE,Bekasi,Jabodetabek,,,Customer,13,1.45,,5,83600,654460,,Bekasi,PICKUP,,,,,1,REGULAR,,
250104C004,KLS,1/4/2025,PICKUP,A8553VB,Jakarta,Jabodetabek,,,Customer,15,0.76,,6,172000,788120,,Jakarta,PICKUP,,,,,1,REGULAR,,
250103C020,KLS,1/4/2025,PICKUP,B9642SCE,Jakarta,Jabodetabek,,,Customer,9,1.64,,5,261700,839187,,Jakarta,PICKUP,,,,,1,REGULAR,,
250103C005,KLS,1/4/2025,CDELC,A8481ZH,Serang,Banten,,,Customer,33,8.38,,5,269000,732527,,Serang,CDELC,,,,,1,REGULAR,,
250103C014,KLS,1/4/2025,CDELC,A8757VB,Jakarta,Jabodetabek,,,Customer,1,0.67,,9,139000,667060,,Jakarta,CDELC,,,,,1,REGULAR,,
250103C015,KLS,1/4/2025,CDELC,A8759VB,Jakarta,Jabodetabek,,,Customer,13,0.9,,9,122000,650060,,Jakarta,CDELC,,,,,1,REGULAR,,
250103C016,KLS,1/4/2025,CDELC,A8434WX,Jakarta,Jabodetabek,,,Customer,13,1.34,,9,137000,511234,,Jakarta,CDELC,,,,,1,REGULAR,,
250103C019,KLS,1/4/2025,PICKUP,A8437ZH,Jakarta,Jabodetabek,,,Customer,8,0.91,,6,206000,558960,,Jakarta,PICKUP,,,,,1,REGULAR,,
250103C022,KLS,1/4/2025,PICKUP,A8816YX,Tangerang,Jabodetabek,,,Customer,13,0.99,,9,196000,517327,,Tangerang,PICKUP,,,,,1,REGULAR,,
250104C006,KLS,1/4/2025,CDELC,A8098ZH,Purwakarta,Jawa Barat,,,Customer,37,5.08,,4,125596,589123,,Purwakarta,CDELC,,,,,1,REGULAR,,
250104C007,KLS,1/4/2025,CDELC,A8382WX,Tangerang,Jabodetabek,,,Customer,22,3.02,,9,161500,535734,,Tangerang,CDELC,,,,,1,REGULAR,,
250104C011,KLS,1/4/2025,CDELC,A8046ZX,Jakarta,Jabodetabek,,,Customer,1,11.0,,1,210552,605379,,Jakarta,CDELC,,,,,1,REGULAR,,
250104C012,KLS,1/4/2025,CDDLC,A8908XY,Jakarta,Jabodetabek,,,Customer,2,2.2,,2,224388,635468,,Jakarta,CDDLC,,,,,1,REGULAR,,
250104L001,KLS,1/4/2025,CDDLC,A8929XY,Cirebon,Jawa Barat,,,Store,59,4.71,,1,806000,1237327,,Cirebon,CDDLC,,,,,1,REGULAR,,
250106C002,KLS,1/6/2025,CDELC,A8469VX,Tangerang,Jabodetabek,,,Customer,36,3.38,,14,208000,848520,,Tangerang,CDELC,,,,,1,REGULAR,,
250106C033,KLS,1/6/2025,CDDLC,A8929XY,Bekasi,Jabodetabek,,,Customer,14,3.35,,8,183000,856687,,Bekasi,CDDLC,,,,,1,REGULAR,,
250106C028,KLS,1/6/2025,CDDLC,A8288YX,Bekasi,Jabodetabek,,,Customer,26,1.59,,14,80920,754607,,Bekasi,CDDLC,,,,,1,REGULAR,,
250106C011,KLS,1/6/2025,CDELC,A8434WX,Jakarta,Jabodetabek,,,Customer,22,0.3,,12,168000,784594,,Jakarta,CDELC,,,,,1,REGULAR,,
250106C012,KLS,1/6/2025,CDELC,A8757VB,Jakarta,Jabodetabek,,,Customer,44,4.59,,17,189500,959920,,Jakarta,CDELC,,,,,1,REGULAR,,
250106C030,KLS,1/6/2025,CDELC,A8339ZS,Cikarang,Jabodetabek,,,Customer,35,6.56,,14,62764,813084,,Cikarang,CDELC,,,,,1,REGULAR,,
250106C009,KLS,1/6/2025,PICKUP,A8717VB,Jakarta,Jabodetabek,,,Customer,34,2.78,,23,275000,1045420,,Jakarta,PICKUP,,,,,1,REGULAR,,
250106C044,KLS,1/6/2025,CDDLC,B9328HH,Cikarang,Jabodetabek,,,Customer,6,0.44,,5,80920,743332,,Cikarang,CDDLC,,,,,1,REGULAR,,
250106C016,KLS,1/6/2025,CDELC,A8432ZS,Bogor,Jabodetabek,,,Customer,11,1.95,,11,514112,1255882,,Bogor,CDELC,,,,,1,REGULAR,,
250104C008,KLS,1/6/2025,PICKUP,B9706BN,Subang,Jawa Barat,,,Customer,3,5.0,,3,355100,661537,,Subang,PICKUP,,,,,1,REGULAR,,
250105L006,KLS,1/6/2025,CDDLC,A8908XY,Bandung,Jawa Barat,,,Store,57,12.79,,1,829000,1240080,,Bandung,CDDLC,,,,,1,REGULAR,,
250106C003,KLS,1/6/2025,PICKUP,A8437ZH,Tangerang,Jabodetabek,,,Customer,18,0.55,,13,183000,535960,,Tangerang,PICKUP,,,,,1,REGULAR,,
250106C004,KLS,1/6/2025,CDELC,A8537ZF,Tangerang,Jabodetabek,,,Customer,24,0.56,,13,140000,492960,,Tangerang,CDELC,,,,,1,REGULAR,,
250106C008,KLS,1/6/2025,CDELC,A8816YX,Jakarta,Jabodetabek,,,Customer,24,0.7,,11,151500,472827,,Jakarta,CDELC,,,,,1,REGULAR,,
250106C014,KLS,1/6/2025,PICKUP,A8236VX,Bogor,Jabodetabek,,,Customer,18,0.67,,13,248300,568935,,Bogor,PICKUP,,,,,1,REGULAR,,
250106C035,KLS,1/6/2025,PICKUP,A8553VB,Jakarta,Jabodetabek,,,Customer,16,0.89,,10,171500,545260,,Jakarta,PICKUP,,,,,1,REGULAR,,
250106C038,KLS,1/6/2025,PICKUP,B9320SCE,Bogor,Jabodetabek,,,Customer,9,1.77,,8,389300,717800,,Bogor,PICKUP,,,,,1,REGULAR,,
250106C040,KLS,1/6/2025,CDDLC,A8976XY,Bekasi,Jabodetabek,,,Customer,35,1.99,,9,131824,563151,,Bekasi,CDDLC,,,,,1,REGULAR,,
250106C041,KLS,1/6/2025,CDDLC,A8384WX,Jakarta,Jabodetabek,,,Customer,6,16.0,,5,306508,726560,,Jakarta,CDDLC,,,,,1,REGULAR,,
250106C043,KLS,1/6/2025,PICKUP,B9642SCE,Bekasi,Jabodetabek,,,Customer,5,5.0,,4,118600,453727,,Bekasi,PICKUP,,,,,1,REGULAR,,
250106C047,KLS,1/6/2025,CDDLC,A8955XY,Jakarta,Jabodetabek,,,Customer,5,1.47,,1,293348,724675,,Jakarta,CDDLC,,,,,1,REGULAR,,
250106C023,KLS,1/6/2025,CDELC,A8048ZX,Purwakarta,Jawa Barat,,,Customer,23,4.0,,12,211080,605907,,Purwakarta,CDELC,,,,,1,REGULAR,,
250106C024,KLS,1/6/2025,PICKUP,A8318ZA,Bekasi,Jabodetabek,,,Customer,25,2.63,,14,171500,500133,,Bekasi,PICKUP,,,,,1,REGULAR,,
250106C026,KLS,1/6/2025,CDELC,A8046ZX,Bekasi,Jabodetabek,,,Customer,20,0.37,,9,147496,542323,,Bekasi,CDELC,,,,,1,REGULAR,,
250106C027,KLS,1/6/2025,CDELC,A8159ZC,Bekasi,Jabodetabek,,,Customer,18,2.2,,13,144576,569803,,Bekasi,CDELC,,,,,1,REGULAR,,
250106C031,KLS,1/6/2025,MOTOR,B5709BLU,Cikarang,Jabodetabek,,,Customer,19,0.14,,19,24800,282210,,Cikarang,MOTOR,,,,,1,REGULAR,,
250106C034,KLS,1/6/2025,CDELC,B9044BRO,Jakarta,Jabodetabek,,,Customer,14,3.45,,8,274632,687856,,Jakarta,CDELC,,,,,1,REGULAR,,
250106C015,KLS,1/6/2025,CDELC,A8503ZX,Bogor,Jabodetabek,,,Customer,25,0.38,,8,204256,599083,,Bogor,CDELC,,,,,1,REGULAR,,
250106C017,KLS,1/6/2025,PICKUP,A8001XW,Depok,Jabodetabek,,,Customer,20,2.43,,10,320500,636960,,Depok,PICKUP,,,,,1,REGULAR,,
250106C018,KLS,1/6/2025,CDELC,A8002XW,Jakarta,Jabodetabek,,,Customer,26,3.57,,7,196244,591071,,Jakarta,CDELC,,,,,1,REGULAR,,
250106C019,KLS,1/6/2025,CDELC,A8098ZH,Jakarta,Jabodetabek,,,Customer,19,2.11,,14,246888,710415,,Jakarta,CDELC,,,,,1,REGULAR,,
250106C020,KLS,1/6/2025,PICKUP,A8876ZX,Jakarta,Jabodetabek,,,Customer,16,5.0,,7,176800,481236,,Jakarta,PICKUP,,,,,1,REGULAR,,
250106C021,KLS,1/6/2025,PICKUP,A8721ZV,Jakarta,Jabodetabek,,,Customer,21,3.0,,6,258100,606293,,Jakarta,PICKUP,,,,,1,REGULAR,,
250106C001,KLS,1/6/2025,CDELC,A8801XZ,Tangerang,Jabodetabek,,,Customer,25,0.78,,13,220500,855953,,Tangerang,CDELC,,,,,1,REGULAR,,
250106C007,KLS,1/6/2025,CDELC,A8759VB,Serang,Banten,,,Customer,,11.0,,9,397000,1167420,,Serang,CDELC,,,,,1,REGULAR,,
250106C005,KLS,1/6/2025,CDELC,A8721VB,Tangerang,Jabodetabek,,,Customer,38,11.0,,20,234000,1004420,,Tangerang,CDELC,,,,,1,REGULAR,,
250106C006,KLS,1/6/2025,PICKUP,A8481ZH,Serang,Banten,,,Customer,24,5.0,,16,271500,977387,,Serang,PICKUP,,,,,1,REGULAR,,
250106C010,KLS,1/6/2025,CDELC,A8382WX,Jakarta,Jabodetabek,,,Customer,25,0.9,,23,140000,756594,,Jakarta,CDELC,,,,,1,REGULAR,,
250107C023,KLS,1/7/2025,CDELC,A8048ZX,Purwakarta,Jawa Barat,,,Customer,9,11.0,,5,235056,872243,,Purwakarta,CDELC,,,,,1,REGULAR,,
250107C012,KLS,1/7/2025,CDELC,A8757VB,Jakarta,Jabodetabek,,,Customer,2,1.01,,2,172000,942420,,Jakarta,CDELC,,,,,1,REGULAR,,
250107C028,KLS,1/7/2025,PICKUP,B9642SCE,Bekasi,Jabodetabek,,,Customer,14,1.66,,7,90800,668287,,Bekasi,PICKUP,,,,,1,REGULAR,,
250107C005,KLS,1/7/2025,CDELC,A8721VB,Tangerang,Jabodetabek,,,Customer,2,11.0,,2,124500,894920,,Tangerang,CDELC,,,,,1,REGULAR,,
250107C025,KLS,1/7/2025,CDDLC,A8955XY,Bekasi,Jabodetabek,,,Customer,19,16.0,,10,166008,839695,,Bekasi,CDDLC,,,,,1,REGULAR,,
250107C017,KLS,1/7/2025,CDELC,A8503ZX,Depok,Jabodetabek,,,Customer,10,2.05,,4,243884,881071,,Depok,CDELC,,,,,1,REGULAR,,
250107C027,KLS,1/7/2025,PICKUP,A8721ZV,Bekasi,Jabodetabek,,,Customer,4,0.74,,2,112000,702553,,Bekasi,PICKUP,,,,,1,REGULAR,,
250107C004,KLS,1/7/2025,PICKUP,A8537ZF,Tangerang,Jabodetabek,,,Customer,3,2.3,,2,130000,725320,,Tangerang,PICKUP,,,,,1,REGULAR,,
250107C026,KLS,1/7/2025,CDELC,A8046ZX,Bekasi,Jabodetabek,,,Customer,11,1.1,,6,116508,753695,,Bekasi,CDELC,,,,,1,REGULAR,,
250107C030,KLS,1/7/2025,CDDLC,A8908XY,Cikarang,Jabodetabek,,,Customer,15,0.7,,9,96216,749656,,Cikarang,CDDLC,,,,,1,REGULAR,,
250107C018,KLS,1/7/2025,CDDLC,A8288YX,Jakarta,Jabodetabek,,,Customer,11,3.89,,3,285904,959591,,Jakarta,CDDLC,,,,,1,REGULAR,,
250106C042,KLS,1/7/2025,CDELC,B9044BRO,Jakarta,Jabodetabek,,,Customer,2,3.03,,1,173088,828672,,Jakarta,CDELC,,,,,1,REGULAR,,
250107C003,KLS,1/7/2025,CDELC,A8434WX,Tangerang,Jabodetabek,,,Customer,4,0.79,,2,87500,704094,,Tangerang,CDELC,,,,,1,REGULAR,,
250107C010,KLS,1/7/2025,CDELC,A8469VX,Jakarta,Jabodetabek,,,Customer,5,2.36,,3,111500,752020,,Jakarta,CDELC,,,,,1,REGULAR,,
250107C006,KLS,1/7/2025,PICKUP,A8816YX,Serang,Banten,,,Customer,11,0.34,,4,219000,782687,,Serang,PICKUP,,,,,1,REGULAR,,
250106L008,KLS,1/7/2025,CDELC,A8098ZH,Bekasi,Jabodetabek,,,Store,38,4.06,,1,429008,892535,,Bekasi,CDELC,,,,,1,REGULAR,,
250107C008,KLS,1/7/2025,CDELC,A8717VB,Jakarta,Jabodetabek,,,Customer,2,0.32,,2,74500,602560,,Jakarta,CDELC,,,,,1,REGULAR,,
250107C009,KLS,1/7/2025,CDELC,A8382WX,Jakarta,Jabodetabek,,,Customer,3,0.74,,2,96500,470734,,Jakarta,CDELC,,,,,1,REGULAR,,
250107C011,KLS,1/7/2025,PICKUP,A8437ZH,Jakarta,Jabodetabek,,,Customer,12,0.57,,3,133000,485960,,Jakarta,PICKUP,,,,,1,REGULAR,,
250107C014,KLS,1/7/2025,PICKUP,A8236VX,Bogor,Jabodetabek,,,Customer,2,5.0,,2,207700,528335,,Bogor,PICKUP,,,,,1,REGULAR,,
250107C015,KLS,1/7/2025,CDELC,A8432ZS,Bogor,Jabodetabek,,,Customer,8,0.92,,5,310532,809942,,Bogor,CDELC,,,,,1,REGULAR,,
250107C044,KLS,1/7/2025,CDELC,A8002XW,Jakarta,Jabodetabek,,,Customer,6,10.31,,1,280776,675603,,Jakarta,CDELC,,,,,1,REGULAR,,
250107C045,KLS,1/7/2025,CDELC,A8339ZS,Serang,Banten,,,Customer,1,1.5,,1,461296,969256,,Serang,CDELC,,,,,1,REGULAR,,
250107C047,KLS,1/7/2025,CDDLC,A8976XY,Bekasi,Jabodetabek,,,Customer,6,1.97,,1,327536,758863,,Bekasi,CDDLC,,,,,1,REGULAR,,
250107C048,KLS,1/7/2025,CDDLC,A8384WX,Bekasi,Jabodetabek,,,Customer,1,1.76,,1,410020,830072,,Bekasi,CDDLC,,,,,1,REGULAR,,
250107C016,KLS,1/7/2025,PICKUP,B5709BLU,Cikarang,Jabodetabek,,,Customer,9,5.0,,2,46400,319798,,Cikarang,PICKUP,,,,,1,REGULAR,,
250107C019,KLS,1/7/2025,PICKUP,A8318ZA,Jakarta,Jabodetabek,,,Customer,2,5.0,,2,155800,484433,,Jakarta,PICKUP,,,,,1,REGULAR,,
250107C020,KLS,1/7/2025,PICKUP,A8553VB,Jakarta,Jabodetabek,,,Customer,8,2.68,,7,147200,520960,,Jakarta,PICKUP,,,,,1,REGULAR,,
250107C022,KLS,1/7/2025,PICKUP,A8001XW,Purwakarta,Jawa Barat,,,Customer,21,1.58,,3,192400,508860,,Purwakarta,PICKUP,,,,,1,REGULAR,,
250107C024,KLS,1/7/2025,MOTOR,B5709BLU,Cikarang,Jabodetabek,,,Customer,2,0.14,,2,46400,296285,,Cikarang,MOTOR,,,,,1,REGULAR,,
250107C031,KLS,1/7/2025,PICKUP,B9706BN,Bekasi,Jabodetabek,,,Customer,17,5.0,,9,155900,462337,,Bekasi,PICKUP,,,,,1,REGULAR,,
250107C002,KLS,1/7/2025,CDELC,A8801XZ,Tangerang,Jabodetabek,,,Customer,3,1.49,,2,153000,788453,,Tangerang,CDELC,,,,,1,REGULAR,,
250107C007,KLS,1/7/2025,CDELC,A8759VB,Serang,Banten,,,Customer,,11.0,,4,411000,1181420,,Serang,CDELC,,,,,1,REGULAR,,
250108C017,KLS,1/8/2025,CDDLC,A8288YX,Bekasi,Jabodetabek,,,Customer,11,3.09,,6,130256,803943,,Bekasi,CDDLC,,,,,1,REGULAR,,
250108C026,KLS,1/8/2025,PICKUP,B9642SCE,Cikarang,Jabodetabek,,,Customer,9,1.03,,6,119800,697287,,Cikarang,PICKUP,,,,,1,REGULAR,,
250108C010,KLS,1/8/2025,CDELC,A8757VB,Jakarta,Jabodetabek,,,Customer,11,2.12,,4,105000,875420,,Jakarta,CDELC,,,,,1,REGULAR,,
250108C005,KLS,1/8/2025,CDELC,A8759VB,Serang,Banten,,,Customer,11,0.66,,2,357000,1127420,,Serang,CDELC,,,,,1,REGULAR,,
250108C018,KLS,1/8/2025,PICKUP,A8721ZV,Bekasi,Jabodetabek,,,Customer,12,1.57,,7,124000,714553,,Bekasi,PICKUP,,,,,1,REGULAR,,
250107C001,KLS,1/8/2025,CDELC,A8469VX,Tangerang,Jabodetabek,,,Customer,9,1.55,,7,128000,768520,,Tangerang,CDELC,,,,,1,REGULAR,,
250108C012,KLS,1/8/2025,CDELC,A8432ZS,Bogor,Jabodetabek,,,Customer,11,5.76,,8,557620,1299390,,Bogor,CDELC,,,,,1,REGULAR,,
250107C021,KLS,1/8/2025,CDELC,A8339ZS,Jakarta,Jabodetabek,,,Customer,4,8.0,,2,95152,845472,,Jakarta,CDELC,,,,,1,REGULAR,,
250108C013,KLS,1/8/2025,CDELC,A8503ZX,Bogor,Jabodetabek,,,Customer,4,1.41,,3,184888,745841,,Bogor,CDELC,,,,,1,REGULAR,,
250108C014,KLS,1/8/2025,CDELC,A8159ZC,Jakarta,Jabodetabek,,,Customer,3,2.15,,3,142604,810191,,Jakarta,CDELC,,,,,1,REGULAR,,
250108C024,KLS,1/8/2025,PICKUP,A8503ZX,Bekasi,Jabodetabek,,,Customer,9,1.47,,4,184888,735308,,Bekasi,PICKUP,,,,,1,REGULAR,,
250108C007,KLS,1/8/2025,PICKUP,A8481ZH,Jakarta,Jabodetabek,,,Customer,12,4.15,,5,103000,808887,,Jakarta,PICKUP,,,,,1,REGULAR,,
250108C027,KLS,1/8/2025,PICKUP,B9320SCE,Bekasi,Jabodetabek,,,Customer,6,0.49,,3,155800,726660,,Bekasi,PICKUP,,,,,1,REGULAR,,
250108C003,KLS,1/8/2025,CDELC,A8721VB,Tangerang,Jabodetabek,,,Customer,,11.0,,2,130000,900420,,Tangerang,CDELC,,,,,1,REGULAR,,
250108C028,KLS,1/8/2025,CDDLC,A8976XY,Bekasi,Jabodetabek,,,Customer,4,16.0,,4,189412,863099,,Bekasi,CDDLC,,,,,1,REGULAR,,
250108C034,KLS,1/8/2025,PICKUP,A8876ZX,Jakarta,Jabodetabek,,,Customer,1,0.88,,1,228900,775696,,Jakarta,PICKUP,,,,,1,REGULAR,,
250108C008,KLS,1/8/2025,CDELC,A8382WX,Jakarta,Jabodetabek,,,Customer,5,2.17,,7,97500,714094,,Jakarta,CDELC,,,,,1,REGULAR,,
250108C023,KLS,1/8/2025,CDELC,B9044BRO,Jakarta,Jabodetabek,,,Customer,9,1.53,,3,193856,849440,,Jakarta,CDELC,,,,,1,REGULAR,,
250107C043,KLS,1/8/2025,CDDLC,B9328HH,Jakarta,Jabodetabek,,,Customer,2,12.0,,1,561744,981796,,Jakarta,CDDLC,,,,,1,REGULAR,,
250107L009,KLS,1/8/2025,CDDLC,A8955XY,Bandung,Jawa Barat,,,Store,37,3.39,,1,822000,1253327,,Bandung,CDDLC,,,,,1,REGULAR,,
250108C001,KLS,1/8/2025,PICKUP,A8437ZH,Tangerang,Jabodetabek,,,Customer,3,5.0,,4,116000,468960,,Tangerang,PICKUP,,,,,1,REGULAR,,
250108C002,KLS,1/8/2025,PICKUP,A8537ZF,Tangerang,Jabodetabek,,,Customer,5,2.0,,3,154500,507460,,Tangerang,PICKUP,,,,,1,REGULAR,,
250108C004,KLS,1/8/2025,CDELC,A8816YX,Serang,Banten,,,Customer,6,11.0,,7,217000,538327,,Serang,CDELC,,,,,1,REGULAR,,
250108C006,KLS,1/8/2025,CDELC,A8717VB,Jakarta,Jabodetabek,,,Customer,7,2.94,,4,105500,633560,,Jakarta,CDELC,,,,,1,REGULAR,,
